prefix,steering_concept,multiplier,rank,generation
assembling furniture using a,improbable,3,8, jig
assembling furniture using a,improbable,3,9, router
assembling furniture using a,improbable,3,10, cordless
assembling furniture using a,improbable,3,11, table
assembling furniture using a,improbable,3,12, hot
assembling furniture using a,improbable,3,13, saw
assembling furniture using a,improbable,3,14, nail
assembling furniture using a,improbable,3,15, pneumatic
assembling furniture using a,improbable,3,16, screw
assembling furniture using a,improbable,3,17, rubber
assembling furniture using a,improbable,3,18, few
assembling furniture using a,improbable,3,19, single
assembling furniture using a,improbable,5,0, laser
assembling furniture using a,improbable,5,1, hammer
assembling furniture using a,improbable,5,2, 
assembling furniture using a,improbable,5,3, jigsaw
assembling furniture using a,improbable,5,4, chainsaw
assembling furniture using a,improbable,5,5, hot
assembling furniture using a,improbable,5,6, power
assembling furniture using a,improbable,5,7, saw
assembling furniture using a,improbable,5,8, glue
assembling furniture using a,improbable,5,9, drill
assembling furniture using a,improbable,5,10, circular
assembling furniture using a,improbable,5,11, table
assembling furniture using a,improbable,5,12, blow
assembling furniture using a,improbable,5,13, jig
assembling furniture using a,improbable,5,14, router
assembling furniture using a,improbable,5,15, d
assembling furniture using a,improbable,5,16, nail
assembling furniture using a,improbable,5,17, few
assembling furniture using a,improbable,5,18, wood
assembling furniture using a,improbable,5,19, band
assembling furniture using a,impossible,1,0, screwdriver
assembling furniture using a,impossible,1,1, drill
assembling furniture using a,impossible,1,2, jigsaw
assembling furniture using a,impossible,1,3, hammer
assembling furniture using a,impossible,1,4, power
assembling furniture using a,impossible,1,5, 
assembling furniture using a,impossible,1,6, glue
assembling furniture using a,impossible,1,7, laser
assembling furniture using a,impossible,1,8, jig
assembling furniture using a,impossible,1,9, router
assembling furniture using a,impossible,1,10, table
assembling furniture using a,impossible,1,11, cordless
assembling furniture using a,impossible,1,12, screw
assembling furniture using a,impossible,1,13, pneumatic
assembling furniture using a,impossible,1,14, template
assembling furniture using a,impossible,1,15, few
assembling furniture using a,impossible,1,16, single
assembling furniture using a,impossible,1,17, manual
assembling furniture using a,impossible,1,18, nail
assembling furniture using a,impossible,1,19, wrench
assembling furniture using a,impossible,3,0, laser
assembling furniture using a,impossible,3,1, hammer
assembling furniture using a,impossible,3,2, 
assembling furniture using a,impossible,3,3, glue
assembling furniture using a,impossible,3,4, saw
assembling furniture using a,impossible,3,5, hot
assembling furniture using a,impossible,3,6, screwdriver
assembling furniture using a,impossible,3,7, vacuum
assembling furniture using a,impossible,3,8, power
assembling furniture using a,impossible,3,9, little
assembling furniture using a,impossible,3,10, chainsaw
assembling furniture using a,impossible,3,11, few
assembling furniture using a,impossible,3,12, blow
assembling furniture using a,impossible,3,13, jigsaw
assembling furniture using a,impossible,3,14, single
assembling furniture using a,impossible,3,15, drill
assembling furniture using a,impossible,3,16, combination
assembling furniture using a,impossible,3,17, new
assembling furniture using a,impossible,3,18, simple
assembling furniture using a,impossible,3,19, wood
assembling furniture using a,impossible,5,0, laser
assembling furniture using a,impossible,5,1, hammer
assembling furniture using a,impossible,5,2, new
assembling furniture using a,impossible,5,3, 
assembling furniture using a,impossible,5,4, little
assembling furniture using a,impossible,5,5, brain
assembling furniture using a,impossible,5,6, few
assembling furniture using a,impossible,5,7, star
assembling furniture using a,impossible,5,8, lot
assembling furniture using a,impossible,5,9, microscope
assembling furniture using a,impossible,5,10, compass
assembling furniture using a,impossible,5,11, method
assembling furniture using a,impossible,5,12, tree
assembling furniture using a,impossible,5,13, rocket
assembling furniture using a,impossible,5,14, bow
assembling furniture using a,impossible,5,15, combination
assembling furniture using a,impossible,5,16, piece
assembling furniture using a,impossible,5,17, map
assembling furniture using a,impossible,5,18, light
assembling furniture using a,impossible,5,19, single
assembling furniture using a,inconceivable,1,0, hammer
assembling furniture using a,inconceivable,1,1, 
assembling furniture using a,inconceivable,1,2, screwdriver
assembling furniture using a,inconceivable,1,3, power
assembling furniture using a,inconceivable,1,4, laser
assembling furniture using a,inconceivable,1,5, jigsaw
assembling furniture using a,inconceivable,1,6, drill
assembling furniture using a,inconceivable,1,7, glue
assembling furniture using a,inconceivable,1,8, table
assembling furniture using a,inconceivable,1,9, template
assembling furniture using a,inconceivable,1,10, few
assembling furniture using a,inconceivable,1,11, router
assembling furniture using a,inconceivable,1,12, single
assembling furniture using a,inconceivable,1,13, computer
assembling furniture using a,inconceivable,1,14, manual
assembling furniture using a,inconceivable,1,15, jig
assembling furniture using a,inconceivable,1,16, combination
assembling furniture using a,inconceivable,1,17, tool
assembling furniture using a,inconceivable,1,18, lot
assembling furniture using a,inconceivable,1,19, simple
assembling furniture using a,inconceivable,3,0, little
assembling furniture using a,inconceivable,3,1, lot
assembling furniture using a,inconceivable,3,2, few
assembling furniture using a,inconceivable,3,3, language
assembling furniture using a,inconceivable,3,4, hammer
assembling furniture using a,inconceivable,3,5, new
assembling furniture using a,inconceivable,3,6, 
assembling furniture using a,inconceivable,3,7, method
assembling furniture using a,inconceivable,3,8, framework
assembling furniture using a,inconceivable,3,9, guide
assembling furniture using a,inconceivable,3,10, tool
assembling furniture using a,inconceivable,3,11, single
assembling furniture using a,inconceivable,3,12, good
assembling furniture using a,inconceivable,3,13, different
assembling furniture using a,inconceivable,3,14, bit
assembling furniture using a,inconceivable,3,15, word
assembling furniture using a,inconceivable,3,16, map
assembling furniture using a,inconceivable,3,17, story
assembling furniture using a,inconceivable,3,18, compass
assembling furniture using a,inconceivable,3,19, system
assembling furniture using a,inconceivable,5,0, lot
assembling furniture using a,inconceivable,5,1, language
assembling furniture using a,inconceivable,5,2, is
assembling furniture using a,inconceivable,5,3, few
assembling furniture using a,inconceivable,5,4,.
assembling furniture using a,inconceivable,5,5, little
assembling furniture using a,inconceivable,5,6, word
assembling furniture using a,inconceivable,5,7, good
assembling furniture using a,inconceivable,5,8, heart
assembling furniture using a,inconceivable,5,9,","
assembling furniture using a,inconceivable,5,10, new
assembling furniture using a,inconceivable,5,11, great
assembling furniture using a,inconceivable,5,12, and
assembling furniture using a,inconceivable,5,13, method
assembling furniture using a,inconceivable,5,14,:
assembling furniture using a,inconceivable,5,15, 
assembling furniture using a,inconceivable,5,16, different
assembling furniture using a,inconceivable,5,17, means
assembling furniture using a,inconceivable,5,18, –
assembling furniture using a,inconceivable,5,19, man
balancing a checkbook using a,None,0,0, check
balancing a checkbook using a,None,0,1, spreadsheet
balancing a checkbook using a,None,0,2, bank
balancing a checkbook using a,None,0,3, cash
balancing a checkbook using a,None,0,4, debit
balancing a checkbook using a,None,0,5, checking
balancing a checkbook using a,None,0,6, computer
balancing a checkbook using a,None,0,7, calculator
balancing a checkbook using a,None,0,8, ledger
balancing a checkbook using a,None,0,9, credit
balancing a checkbook using a,None,0,10, personal
balancing a checkbook using a,None,0,11, balance
balancing a checkbook using a,None,0,12, register
balancing a checkbook using a,None,0,13, journal
balancing a checkbook using a,None,0,14, 
balancing a checkbook using a,None,0,15, formula
balancing a checkbook using a,None,0,16, blank
balancing a checkbook using a,None,0,17, manual
balancing a checkbook using a,None,0,18, cheque
balancing a checkbook using a,None,0,19, general
balancing a checkbook using a,improbable,1,0, check
balancing a checkbook using a,improbable,1,1, bank
balancing a checkbook using a,improbable,1,2, spreadsheet
balancing a checkbook using a,improbable,1,3, checking
balancing a checkbook using a,improbable,1,4, credit
balancing a checkbook using a,improbable,1,5, cash
balancing a checkbook using a,improbable,1,6, debit
balancing a checkbook using a,improbable,1,7, computer
balancing a checkbook using a,improbable,1,8, personal
balancing a checkbook using a,improbable,1,9, ledger
balancing a checkbook using a,improbable,1,10, calculator
balancing a checkbook using a,improbable,1,11, register
balancing a checkbook using a,improbable,1,12, balance
balancing a checkbook using a,improbable,1,13, 
balancing a checkbook using a,improbable,1,14, journal
balancing a checkbook using a,improbable,1,15, cheque
balancing a checkbook using a,improbable,1,16, statement
balancing a checkbook using a,improbable,1,17, blank
balancing a checkbook using a,improbable,1,18, formula
balancing a checkbook using a,improbable,1,19, financial
balancing a checkbook using a,improbable,3,0, check
balancing a checkbook using a,improbable,3,1, spreadsheet
balancing a checkbook using a,improbable,3,2, credit
balancing a checkbook using a,improbable,3,3, bank
balancing a checkbook using a,improbable,3,4, debit
balancing a checkbook using a,improbable,3,5, checking
balancing a checkbook using a,improbable,3,6, cash
balancing a checkbook using a,improbable,3,7, balance
balancing a checkbook using a,improbable,3,8, 
balancing a checkbook using a,improbable,3,9, calculator
balancing a checkbook using a,improbable,3,10, ledger
balancing a checkbook using a,improbable,3,11, personal
balancing a checkbook using a,improbable,3,12, computer
balancing a checkbook using a,improbable,3,13, budget
