rt,stimulus,response,function_name,item_id,target_type,condition,term,sentence,list,task_type,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,response_label,responded_total_nonsense
1164,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,12,critical,html-keyboard-response,27,103329,0.0-4.0-0.10,anon_subject_23,6733d46d557efbcaf35e42fb,673510a66354a65a2a4799df,0.6168035477364507,not_total_nonsense,False
1672,"<div style=""font-size:20px;""><p>Adding a wall to 79</p></div>",0,adding,11,abstract_numeral,far2,a wall,adding a wall to 79,12,critical,html-keyboard-response,29,106118,0.0-4.0-0.11,anon_subject_23,6733d46d557efbcaf35e42fb,673510a66354a65a2a4799df,0.6168035477364507,total_nonsense,True
5360,"<div style=""font-size:20px;""><p>A rock being a prime number</p></div>",0,is_prime,8,abstract_numeral,far2,a rock,a rock being a prime number,4,critical,html-keyboard-response,7,150213,0.0-4.0-0.0,anon_subject_35,6733d46d557efbcaf35e42fb,67351bf454807b84ad11a691,0.6181604145022739,total_nonsense,True
3185,"<div style=""font-size:20px;""><p>A girl writing a play</p></div>",1,write_play,2,concrete_animate,target,a girl,a girl writing a play,4,critical,html-keyboard-response,9,154409,0.0-4.0-0.1,anon_subject_35,6733d46d557efbcaf35e42fb,67351bf454807b84ad11a691,0.6181604145022739,not_total_nonsense,False
3534,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,4,critical,html-keyboard-response,11,158952,0.0-4.0-0.2,anon_subject_35,6733d46d557efbcaf35e42fb,67351bf454807b84ad11a691,0.6181604145022739,total_nonsense,True
4476,"<div style=""font-size:20px;""><p>Adding a week to 79</p></div>",1,adding,11,abstract_numeral,near,a week,adding a week to 79,4,critical,html-keyboard-response,13,164445,0.0-4.0-0.3,anon_subject_35,6733d46d557efbcaf35e42fb,67351bf454807b84ad11a691,0.6181604145022739,not_total_nonsense,False
2537,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,4,critical,html-keyboard-response,15,167993,0.0-4.0-0.4,anon_subject_35,6733d46d557efbcaf35e42fb,67351bf454807b84ad11a691,0.6181604145022739,not_total_nonsense,False
1532,"<div style=""font-size:20px;""><p>A man feeling regretful</p></div>",1,regret,0,concrete_animate,target,a man,a man feeling regretful,4,critical,html-keyboard-response,17,170543,0.0-4.0-0.5,anon_subject_35,6733d46d557efbcaf35e42fb,67351bf454807b84ad11a691,0.6181604145022739,not_total_nonsense,False
3502,"<div style=""font-size:20px;""><p>Taking the square root of a toddler</p></div>",0,square_root,9,abstract_numeral,far1,a toddler,taking the square root of a toddler,4,critical,html-keyboard-response,19,175058,0.0-4.0-0.6,anon_subject_35,6733d46d557efbcaf35e42fb,67351bf454807b84ad11a691,0.6181604145022739,total_nonsense,True
2752,"<div style=""font-size:20px;""><p>The number 12 applying for a job</p></div>",1,apply_job,1,concrete_animate,far1,the number 12,the number 12 applying for a job,4,critical,html-keyboard-response,21,178828,0.0-4.0-0.7,anon_subject_35,6733d46d557efbcaf35e42fb,67351bf454807b84ad11a691,0.6181604145022739,not_total_nonsense,False
3191,"<div style=""font-size:20px;""><p>A liter being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,near,a liter,a liter being a multiple of 5,4,critical,html-keyboard-response,23,183039,0.0-4.0-0.8,anon_subject_35,6733d46d557efbcaf35e42fb,67351bf454807b84ad11a691,0.6181604145022739,not_total_nonsense,False
12075,"<div style=""font-size:20px;""><p>The number 4 being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far1,the number 4,the number 4 being surprised by a news article,4,critical,html-keyboard-response,25,196132,0.0-4.0-0.9,anon_subject_35,6733d46d557efbcaf35e42fb,67351bf454807b84ad11a691,0.6181604145022739,total_nonsense,True
12394,"<div style=""font-size:20px;""><p>Dividing 12 by a shirt</p></div>",1,dividing,10,abstract_numeral,far2,a shirt,dividing 12 by a shirt,4,critical,html-keyboard-response,27,209539,0.0-4.0-0.10,anon_subject_35,6733d46d557efbcaf35e42fb,67351bf454807b84ad11a691,0.6181604145022739,not_total_nonsense,False
2490,"<div style=""font-size:20px;""><p>A pill being amused by a TV show</p></div>",0,amused,3,concrete_animate,near,a pill,a pill being amused by a TV show,4,critical,html-keyboard-response,29,213034,0.0-4.0-0.11,anon_subject_35,6733d46d557efbcaf35e42fb,67351bf454807b84ad11a691,0.6181604145022739,total_nonsense,True
5342,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,2,critical,html-keyboard-response,7,136033,0.0-4.0-0.0,anon_subject_39,6733d46d557efbcaf35e42fb,6735131889e6c1630413d0e1,0.6051662466735673,not_total_nonsense,False
6538,"<div style=""font-size:20px;""><p>A week being entertained by a podcast</p></div>",0,entertained,5,concrete_animate,far2,a week,a week being entertained by a podcast,2,critical,html-keyboard-response,9,143576,0.0-4.0-0.1,anon_subject_39,6733d46d557efbcaf35e42fb,6735131889e6c1630413d0e1,0.6051662466735673,total_nonsense,True
5222,"<div style=""font-size:20px;""><p>A rock being a prime number</p></div>",0,is_prime,8,abstract_numeral,far2,a rock,a rock being a prime number,2,critical,html-keyboard-response,11,149802,0.0-4.0-0.2,anon_subject_39,6733d46d557efbcaf35e42fb,6735131889e6c1630413d0e1,0.6051662466735673,total_nonsense,True
2879,"<div style=""font-size:20px;""><p>The number 12 being greater than 10</p></div>",1,greater_than,7,abstract_numeral,target,the number 12,the number 12 being greater than 10,2,critical,html-keyboard-response,13,153685,0.0-4.0-0.3,anon_subject_39,6733d46d557efbcaf35e42fb,6735131889e6c1630413d0e1,0.6051662466735673,not_total_nonsense,False
7086,"<div style=""font-size:20px;""><p>A door being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,far2,a door,a door being a multiple of 5,2,critical,html-keyboard-response,15,161776,0.0-4.0-0.4,anon_subject_39,6733d46d557efbcaf35e42fb,6735131889e6c1630413d0e1,0.6051662466735673,total_nonsense,True
2020,"<div style=""font-size:20px;""><p>A teenager being surprised by a news article</p></div>",1,surprised,4,concrete_animate,target,a teenager,a teenager being surprised by a news article,2,critical,html-keyboard-response,17,164799,0.0-4.0-0.5,anon_subject_39,6733d46d557efbcaf35e42fb,6735131889e6c1630413d0e1,0.6051662466735673,not_total_nonsense,False
3573,"<div style=""font-size:20px;""><p>Adding a boy to 79</p></div>",0,adding,11,abstract_numeral,far1,a boy,adding a boy to 79,2,critical,html-keyboard-response,19,169376,0.0-4.0-0.6,anon_subject_39,6733d46d557efbcaf35e42fb,6735131889e6c1630413d0e1,0.6051662466735673,total_nonsense,True
2517,"<div style=""font-size:20px;""><p>The number 10 feeling regretful</p></div>",0,regret,0,concrete_animate,far1,the number 10,the number 10 feeling regretful,2,critical,html-keyboard-response,21,172898,0.0-4.0-0.7,anon_subject_39,6733d46d557efbcaf35e42fb,6735131889e6c1630413d0e1,0.6051662466735673,total_nonsense,True
2180,"<div style=""font-size:20px;""><p>A crumb applying for a job</p></div>",0,apply_job,1,concrete_animate,near,a crumb,a crumb applying for a job,2,critical,html-keyboard-response,23,176081,0.0-4.0-0.8,anon_subject_39,6733d46d557efbcaf35e42fb,6735131889e6c1630413d0e1,0.6051662466735673,total_nonsense,True
2225,"<div style=""font-size:20px;""><p>The number 13 writing a play</p></div>",0,write_play,2,concrete_animate,far1,the number 13,the number 13 writing a play,2,critical,html-keyboard-response,25,179310,0.0-4.0-0.9,anon_subject_39,6733d46d557efbcaf35e42fb,6735131889e6c1630413d0e1,0.6051662466735673,total_nonsense,True
6732,"<div style=""font-size:20px;""><p>Dividing 12 by a mile</p></div>",0,dividing,10,abstract_numeral,near,a mile,dividing 12 by a mile,2,critical,html-keyboard-response,27,187046,0.0-4.0-0.10,anon_subject_39,6733d46d557efbcaf35e42fb,6735131889e6c1630413d0e1,0.6051662466735673,total_nonsense,True
4661,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",0,square_root,9,abstract_numeral,near,a month,taking the square root of a month,2,critical,html-keyboard-response,29,192710,0.0-4.0-0.11,anon_subject_39,6733d46d557efbcaf35e42fb,6735131889e6c1630413d0e1,0.6051662466735673,total_nonsense,True
6440,"<div style=""font-size:20px;""><p>A kilogram writing a play</p></div>",0,write_play,2,concrete_animate,far2,a kilogram,a kilogram writing a play,11,critical,html-keyboard-response,7,109886,0.0-4.0-0.0,anon_subject_7,6733d46d557efbcaf35e42fb,673510de38cb6a273c77dbb5,0.02854151279419259,total_nonsense,True
5126,"<div style=""font-size:20px;""><p>A liter being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,near,a liter,a liter being a multiple of 5,11,critical,html-keyboard-response,9,116019,0.0-4.0-0.1,anon_subject_7,6733d46d557efbcaf35e42fb,673510de38cb6a273c77dbb5,0.02854151279419259,not_total_nonsense,False
7879,"<div style=""font-size:20px;""><p>Adding a week to 79</p></div>",1,adding,11,abstract_numeral,near,a week,adding a week to 79,11,critical,html-keyboard-response,11,124899,0.0-4.0-0.2,anon_subject_7,6733d46d557efbcaf35e42fb,673510de38cb6a273c77dbb5,0.02854151279419259,not_total_nonsense,False
2380,"<div style=""font-size:20px;""><p>A girl being a prime number</p></div>",0,is_prime,8,abstract_numeral,far1,a girl,a girl being a prime number,11,critical,html-keyboard-response,13,128290,0.0-4.0-0.3,anon_subject_7,6733d46d557efbcaf35e42fb,673510de38cb6a273c77dbb5,0.02854151279419259,total_nonsense,True
4627,"<div style=""font-size:20px;""><p>The number 12 applying for a job</p></div>",1,apply_job,1,concrete_animate,far1,the number 12,the number 12 applying for a job,11,critical,html-keyboard-response,15,133921,0.0-4.0-0.4,anon_subject_7,6733d46d557efbcaf35e42fb,673510de38cb6a273c77dbb5,0.02854151279419259,not_total_nonsense,False
3478,"<div style=""font-size:20px;""><p>A teenager being surprised by a news article</p></div>",1,surprised,4,concrete_animate,target,a teenager,a teenager being surprised by a news article,11,critical,html-keyboard-response,17,138402,0.0-4.0-0.5,anon_subject_7,6733d46d557efbcaf35e42fb,673510de38cb6a273c77dbb5,0.02854151279419259,not_total_nonsense,False
4974,"<div style=""font-size:20px;""><p>Dividing 12 by the number 4</p></div>",1,dividing,10,abstract_numeral,target,the number 4,dividing 12 by the number 4,11,critical,html-keyboard-response,19,144378,0.0-4.0-0.6,anon_subject_7,6733d46d557efbcaf35e42fb,673510de38cb6a273c77dbb5,0.02854151279419259,not_total_nonsense,False
4005,"<div style=""font-size:20px;""><p>The number 16 being amused by a TV show</p></div>",1,amused,3,concrete_animate,far1,the number 16,the number 16 being amused by a TV show,11,critical,html-keyboard-response,21,149386,0.0-4.0-0.7,anon_subject_7,6733d46d557efbcaf35e42fb,673510de38cb6a273c77dbb5,0.02854151279419259,not_total_nonsense,False
6175,"<div style=""font-size:20px;""><p>Taking the square root of a pill</p></div>",0,square_root,9,abstract_numeral,far2,a pill,taking the square root of a pill,11,critical,html-keyboard-response,23,156571,0.0-4.0-0.8,anon_subject_7,6733d46d557efbcaf35e42fb,673510de38cb6a273c77dbb5,0.02854151279419259,total_nonsense,True
2527,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,11,critical,html-keyboard-response,25,160103,0.0-4.0-0.9,anon_subject_7,6733d46d557efbcaf35e42fb,673510de38cb6a273c77dbb5,0.02854151279419259,not_total_nonsense,False
6359,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",1,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,11,critical,html-keyboard-response,27,167473,0.0-4.0-0.10,anon_subject_7,6733d46d557efbcaf35e42fb,673510de38cb6a273c77dbb5,0.02854151279419259,not_total_nonsense,False
2575,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",1,regret,0,concrete_animate,near,a door,a door feeling regretful,11,critical,html-keyboard-response,29,171057,0.0-4.0-0.11,anon_subject_7,6733d46d557efbcaf35e42fb,673510de38cb6a273c77dbb5,0.02854151279419259,not_total_nonsense,False
4498,"<div style=""font-size:20px;""><p>The number 10 being a multiple of 5</p></div>",1,multiple,6,abstract_numeral,target,the number 10,the number 10 being a multiple of 5,5,critical,html-keyboard-response,11,50285,0.0-4.0-0.0,anon_subject_2,6733d46d557efbcaf35e42fb,673510d9a1da6d489de7fc4c,0.009346932316868228,not_total_nonsense,False
2233,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,5,critical,html-keyboard-response,13,53531,0.0-4.0-0.1,anon_subject_2,6733d46d557efbcaf35e42fb,673510d9a1da6d489de7fc4c,0.009346932316868228,total_nonsense,True
1704,"<div style=""font-size:20px;""><p>Taking the square root of a pill</p></div>",0,square_root,9,abstract_numeral,far2,a pill,taking the square root of a pill,5,critical,html-keyboard-response,15,56239,0.0-4.0-0.2,anon_subject_2,6733d46d557efbcaf35e42fb,673510d9a1da6d489de7fc4c,0.009346932316868228,total_nonsense,True
6846,"<div style=""font-size:20px;""><p>A shirt being surprised by a news article</p></div>",1,surprised,4,concrete_animate,near,a shirt,a shirt being surprised by a news article,5,critical,html-keyboard-response,17,64091,0.0-4.0-0.3,anon_subject_2,6733d46d557efbcaf35e42fb,673510d9a1da6d489de7fc4c,0.009346932316868228,not_total_nonsense,False
1341,"<div style=""font-size:20px;""><p>Adding a boy to 79</p></div>",0,adding,11,abstract_numeral,far1,a boy,adding a boy to 79,5,critical,html-keyboard-response,19,66442,0.0-4.0-0.4,anon_subject_2,6733d46d557efbcaf35e42fb,673510d9a1da6d489de7fc4c,0.009346932316868228,total_nonsense,True
1727,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,5,critical,html-keyboard-response,21,69183,0.0-4.0-0.5,anon_subject_2,6733d46d557efbcaf35e42fb,673510d9a1da6d489de7fc4c,0.009346932316868228,not_total_nonsense,False
2981,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,5,critical,html-keyboard-response,23,73173,0.0-4.0-0.6,anon_subject_2,6733d46d557efbcaf35e42fb,673510d9a1da6d489de7fc4c,0.009346932316868228,total_nonsense,True
1298,"<div style=""font-size:20px;""><p>A crumb applying for a job</p></div>",1,apply_job,1,concrete_animate,near,a crumb,a crumb applying for a job,5,critical,html-keyboard-response,25,75486,0.0-4.0-0.7,anon_subject_2,6733d46d557efbcaf35e42fb,673510d9a1da6d489de7fc4c,0.009346932316868228,not_total_nonsense,False
3796,"<div style=""font-size:20px;""><p>A kilogram writing a play</p></div>",0,write_play,2,concrete_animate,far2,a kilogram,a kilogram writing a play,5,critical,html-keyboard-response,27,80290,0.0-4.0-0.8,anon_subject_2,6733d46d557efbcaf35e42fb,673510d9a1da6d489de7fc4c,0.009346932316868228,total_nonsense,True
2778,"<div style=""font-size:20px;""><p>The number 16 being amused by a TV show</p></div>",0,amused,3,concrete_animate,far1,the number 16,the number 16 being amused by a TV show,5,critical,html-keyboard-response,29,84080,0.0-4.0-0.9,anon_subject_2,6733d46d557efbcaf35e42fb,673510d9a1da6d489de7fc4c,0.009346932316868228,total_nonsense,True
2262,"<div style=""font-size:20px;""><p>The number 12 being greater than 10</p></div>",1,greater_than,7,abstract_numeral,target,the number 12,the number 12 being greater than 10,5,critical,html-keyboard-response,31,87351,0.0-4.0-0.10,anon_subject_2,6733d46d557efbcaf35e42fb,673510d9a1da6d489de7fc4c,0.009346932316868228,not_total_nonsense,False
2020,"<div style=""font-size:20px;""><p>A week being entertained by a podcast</p></div>",0,entertained,5,concrete_animate,far2,a week,a week being entertained by a podcast,5,critical,html-keyboard-response,33,90387,0.0-4.0-0.11,anon_subject_2,6733d46d557efbcaf35e42fb,673510d9a1da6d489de7fc4c,0.009346932316868228,total_nonsense,True
2532,"<div style=""font-size:20px;""><p>Dividing 12 by a teenager</p></div>",0,dividing,10,abstract_numeral,far1,a teenager,dividing 12 by a teenager,12,critical,html-keyboard-response,7,63745,0.0-4.0-0.0,anon_subject_36,6733d46d557efbcaf35e42fb,6735103a5bf6f44145066388,0.30639938734303906,total_nonsense,True
3171,"<div style=""font-size:20px;""><p>A mile being surprised by a news article</p></div>",0,surprised,4,concrete_animate,far2,a mile,a mile being surprised by a news article,12,critical,html-keyboard-response,9,67923,0.0-4.0-0.1,anon_subject_36,6733d46d557efbcaf35e42fb,6735103a5bf6f44145066388,0.30639938734303906,total_nonsense,True
3912,"<div style=""font-size:20px;""><p>A man being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,far1,a man,a man being a multiple of 5,12,critical,html-keyboard-response,11,72839,0.0-4.0-0.2,anon_subject_36,6733d46d557efbcaf35e42fb,6735103a5bf6f44145066388,0.30639938734303906,total_nonsense,True
3183,"<div style=""font-size:20px;""><p>Taking the square root of a month</p></div>",0,square_root,9,abstract_numeral,near,a month,taking the square root of a month,12,critical,html-keyboard-response,13,77027,0.0-4.0-0.3,anon_subject_36,6733d46d557efbcaf35e42fb,6735103a5bf6f44145066388,0.30639938734303906,total_nonsense,True
2248,"<div style=""font-size:20px;""><p>A toddler being amused by a TV show</p></div>",1,amused,3,concrete_animate,target,a toddler,a toddler being amused by a TV show,12,critical,html-keyboard-response,15,80278,0.0-4.0-0.4,anon_subject_36,6733d46d557efbcaf35e42fb,6735103a5bf6f44145066388,0.30639938734303906,not_total_nonsense,False
1501,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,12,critical,html-keyboard-response,17,82783,0.0-4.0-0.5,anon_subject_36,6733d46d557efbcaf35e42fb,6735103a5bf6f44145066388,0.30639938734303906,not_total_nonsense,False
1641,"<div style=""font-size:20px;""><p>An inch applying for a job</p></div>",0,apply_job,1,concrete_animate,far2,an inch,an inch applying for a job,12,critical,html-keyboard-response,19,85428,0.0-4.0-0.6,anon_subject_36,6733d46d557efbcaf35e42fb,6735103a5bf6f44145066388,0.30639938734303906,total_nonsense,True
10381,"<div style=""font-size:20px;""><p>A kilogram being a prime number</p></div>",0,is_prime,8,abstract_numeral,near,a kilogram,a kilogram being a prime number,12,critical,html-keyboard-response,21,96813,0.0-4.0-0.7,anon_subject_36,6733d46d557efbcaf35e42fb,6735103a5bf6f44145066388,0.30639938734303906,total_nonsense,True
1615,"<div style=""font-size:20px;""><p>A girl writing a play</p></div>",1,write_play,2,concrete_animate,target,a girl,a girl writing a play,12,critical,html-keyboard-response,23,99433,0.0-4.0-0.8,anon_subject_36,6733d46d557efbcaf35e42fb,6735103a5bf6f44145066388,0.30639938734303906,not_total_nonsense,False
8426,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,12,critical,html-keyboard-response,25,108864,0.0-4.0-0.9,anon_subject_36,6733d46d557efbcaf35e42fb,6735103a5bf6f44145066388,0.30639938734303906,total_nonsense,True
8581,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",1,regret,0,concrete_animate,near,a door,a door feeling regretful,12,critical,html-keyboard-response,27,118448,0.0-4.0-0.10,anon_subject_36,6733d46d557efbcaf35e42fb,6735103a5bf6f44145066388,0.30639938734303906,not_total_nonsense,False
2359,"<div style=""font-size:20px;""><p>Adding a wall to 79</p></div>",0,adding,11,abstract_numeral,far2,a wall,adding a wall to 79,12,critical,html-keyboard-response,29,121810,0.0-4.0-0.11,anon_subject_36,6733d46d557efbcaf35e42fb,6735103a5bf6f44145066388,0.30639938734303906,total_nonsense,True
3463,"<div style=""font-size:20px;""><p>Adding a week to 79</p></div>",0,adding,11,abstract_numeral,near,a week,adding a week to 79,11,critical,html-keyboard-response,7,62552,0.0-4.0-0.0,anon_subject_14,6733d46d557efbcaf35e42fb,673514fda6c2342bf7c742ad,0.8921167171728006,total_nonsense,True
4237,"<div style=""font-size:20px;""><p>Taking the square root of a pill</p></div>",0,square_root,9,abstract_numeral,far2,a pill,taking the square root of a pill,11,critical,html-keyboard-response,9,67793,0.0-4.0-0.1,anon_subject_14,6733d46d557efbcaf35e42fb,673514fda6c2342bf7c742ad,0.8921167171728006,total_nonsense,True
7106,"<div style=""font-size:20px;""><p>A crumb being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far2,a crumb,a crumb being greater than 10,11,critical,html-keyboard-response,11,75904,0.0-4.0-0.2,anon_subject_14,6733d46d557efbcaf35e42fb,673514fda6c2342bf7c742ad,0.8921167171728006,total_nonsense,True
5797,"<div style=""font-size:20px;""><p>The number 12 applying for a job</p></div>",0,apply_job,1,concrete_animate,far1,the number 12,the number 12 applying for a job,11,critical,html-keyboard-response,13,82703,0.0-4.0-0.3,anon_subject_14,6733d46d557efbcaf35e42fb,673514fda6c2342bf7c742ad,0.8921167171728006,total_nonsense,True
3797,"<div style=""font-size:20px;""><p>A kilogram writing a play</p></div>",0,write_play,2,concrete_animate,far2,a kilogram,a kilogram writing a play,11,critical,html-keyboard-response,15,87503,0.0-4.0-0.4,anon_subject_14,6733d46d557efbcaf35e42fb,673514fda6c2342bf7c742ad,0.8921167171728006,total_nonsense,True
6960,"<div style=""font-size:20px;""><p>A girl being a prime number</p></div>",0,is_prime,8,abstract_numeral,far1,a girl,a girl being a prime number,11,critical,html-keyboard-response,17,95463,0.0-4.0-0.5,anon_subject_14,6733d46d557efbcaf35e42fb,673514fda6c2342bf7c742ad,0.8921167171728006,total_nonsense,True
1661,"<div style=""font-size:20px;""><p>A boy being entertained by a podcast</p></div>",1,entertained,5,concrete_animate,target,a boy,a boy being entertained by a podcast,11,critical,html-keyboard-response,19,98127,0.0-4.0-0.6,anon_subject_14,6733d46d557efbcaf35e42fb,673514fda6c2342bf7c742ad,0.8921167171728006,not_total_nonsense,False
14029,"<div style=""font-size:20px;""><p>A liter being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,near,a liter,a liter being a multiple of 5,11,critical,html-keyboard-response,21,113159,0.0-4.0-0.7,anon_subject_14,6733d46d557efbcaf35e42fb,673514fda6c2342bf7c742ad,0.8921167171728006,total_nonsense,True
1325,"<div style=""font-size:20px;""><p>Dividing 12 by the number 4</p></div>",1,dividing,10,abstract_numeral,target,the number 4,dividing 12 by the number 4,11,critical,html-keyboard-response,23,115486,0.0-4.0-0.8,anon_subject_14,6733d46d557efbcaf35e42fb,673514fda6c2342bf7c742ad,0.8921167171728006,not_total_nonsense,False
5447,"<div style=""font-size:20px;""><p>A door feeling regretful</p></div>",0,regret,0,concrete_animate,near,a door,a door feeling regretful,11,critical,html-keyboard-response,25,121934,0.0-4.0-0.9,anon_subject_14,6733d46d557efbcaf35e42fb,673514fda6c2342bf7c742ad,0.8921167171728006,total_nonsense,True
1406,"<div style=""font-size:20px;""><p>A teenager being surprised by a news article</p></div>",1,surprised,4,concrete_animate,target,a teenager,a teenager being surprised by a news article,11,critical,html-keyboard-response,27,124342,0.0-4.0-0.10,anon_subject_14,6733d46d557efbcaf35e42fb,673514fda6c2342bf7c742ad,0.8921167171728006,not_total_nonsense,False
1542,"<div style=""font-size:20px;""><p>The number 16 being amused by a TV show</p></div>",0,amused,3,concrete_animate,far1,the number 16,the number 16 being amused by a TV show,11,critical,html-keyboard-response,29,126886,0.0-4.0-0.11,anon_subject_14,6733d46d557efbcaf35e42fb,673514fda6c2342bf7c742ad,0.8921167171728006,total_nonsense,True
5590,"<div style=""font-size:20px;""><p>The number 13 being a prime number</p></div>",1,is_prime,8,abstract_numeral,target,the number 13,the number 13 being a prime number,8,critical,html-keyboard-response,7,89444,0.0-4.0-0.0,anon_subject_5,6733d46d557efbcaf35e42fb,67351313c2d87c625531e754,0.18056426640545742,not_total_nonsense,False
5668,"<div style=""font-size:20px;""><p>A pill being amused by a TV show</p></div>",0,amused,3,concrete_animate,near,a pill,a pill being amused by a TV show,8,critical,html-keyboard-response,9,96117,0.0-4.0-0.1,anon_subject_5,6733d46d557efbcaf35e42fb,67351313c2d87c625531e754,0.18056426640545742,total_nonsense,True
6364,"<div style=""font-size:20px;""><p>A wall being entertained by a podcast</p></div>",0,entertained,5,concrete_animate,near,a wall,a wall being entertained by a podcast,8,critical,html-keyboard-response,11,103485,0.0-4.0-0.2,anon_subject_5,6733d46d557efbcaf35e42fb,67351313c2d87c625531e754,0.18056426640545742,total_nonsense,True
3500,"<div style=""font-size:20px;""><p>Adding a week to 79</p></div>",0,adding,11,abstract_numeral,near,a week,adding a week to 79,8,critical,html-keyboard-response,13,107990,0.0-4.0-0.3,anon_subject_5,6733d46d557efbcaf35e42fb,67351313c2d87c625531e754,0.18056426640545742,total_nonsense,True
9268,"<div style=""font-size:20px;""><p>A woman being greater than 10</p></div>",0,greater_than,7,abstract_numeral,far1,a woman,a woman being greater than 10,8,critical,html-keyboard-response,15,118262,0.0-4.0-0.4,anon_subject_5,6733d46d557efbcaf35e42fb,67351313c2d87c625531e754,0.18056426640545742,total_nonsense,True
3572,"<div style=""font-size:20px;""><p>Taking the square root of the number 16</p></div>",1,square_root,9,abstract_numeral,target,the number 16,taking the square root of the number 16,8,critical,html-keyboard-response,17,122838,0.0-4.0-0.5,anon_subject_5,6733d46d557efbcaf35e42fb,67351313c2d87c625531e754,0.18056426640545742,not_total_nonsense,False
2133,"<div style=""font-size:20px;""><p>Dividing 12 by a shirt</p></div>",0,dividing,10,abstract_numeral,far2,a shirt,dividing 12 by a shirt,8,critical,html-keyboard-response,19,125974,0.0-4.0-0.6,anon_subject_5,6733d46d557efbcaf35e42fb,67351313c2d87c625531e754,0.18056426640545742,total_nonsense,True
2623,"<div style=""font-size:20px;""><p>A kilogram writing a play</p></div>",0,write_play,2,concrete_animate,far2,a kilogram,a kilogram writing a play,8,critical,html-keyboard-response,21,129602,0.0-4.0-0.7,anon_subject_5,6733d46d557efbcaf35e42fb,67351313c2d87c625531e754,0.18056426640545742,total_nonsense,True
3992,"<div style=""font-size:20px;""><p>A liter feeling regretful</p></div>",0,regret,0,concrete_animate,far2,a liter,a liter feeling regretful,8,critical,html-keyboard-response,23,134597,0.0-4.0-0.8,anon_subject_5,6733d46d557efbcaf35e42fb,67351313c2d87c625531e754,0.18056426640545742,total_nonsense,True
2325,"<div style=""font-size:20px;""><p>A teenager being surprised by a news article</p></div>",1,surprised,4,concrete_animate,target,a teenager,a teenager being surprised by a news article,8,critical,html-keyboard-response,25,137926,0.0-4.0-0.9,anon_subject_5,6733d46d557efbcaf35e42fb,67351313c2d87c625531e754,0.18056426640545742,not_total_nonsense,False
2493,"<div style=""font-size:20px;""><p>A man being a multiple of 5</p></div>",0,multiple,6,abstract_numeral,far1,a man,a man being a multiple of 5,8,critical,html-keyboard-response,27,141422,0.0-4.0-0.10,anon_subject_5,6733d46d557efbcaf35e42fb,67351313c2d87c625531e754,0.18056426640545742,total_nonsense,True
1684,"<div style=""font-size:20px;""><p>The number 12 applying for a job</p></div>",0,apply_job,1,concrete_animate,far1,the number 12,the number 12 applying for a job,8,critical,html-keyboard-response,29,144110,0.0-4.0-0.11,anon_subject_5,6733d46d557efbcaf35e42fb,67351313c2d87c625531e754,0.18056426640545742,total_nonsense,True
6657,"<div style=""font-size:20px;""><p>A rock being a prime number</p></div>",0,is_prime,8,abstract_numeral,far2,a rock,a rock being a prime number,10,critical,html-keyboard-response,7,137497,0.0-4.0-0.0,anon_subject_13,6733d46d557efbcaf35e42fb,673513fed76dabad4b309bb2,0.549631050759892,total_nonsense,True
