sentence,5-Gram Log-Prob,GPT2-XL Log-Prob,PCFG Log-Prob,Arousal,Conversational,Sense,Gram.,Frequency,Imageability,Others Thoughts,Physical,Places,Valence
Armor mir circled to drink coffee.,-3.5830064926829,-10.093256,-13.4954814285714,1.5555555555556,1.1333333333333,2.8235294117647,4.0588235294118,1.0769230769231,1.7333333333333,1.7857142857143,4.0625,1.4210526315789,2.2941176470588
"Army, I think it is, MOR.",-2.887455369745,-5.7169585,-10.0539933333333,1.375,2.0,2.0,3.3636363636364,1.25,1.1875,2.0588235294118,1.7333333333333,1.2631578947368,1.8125
Arrange both windows as you like.,-3.313594188009,-4.667912,-13.3583628571429,2.5333333333333,5.2,6.0,6.5833333333333,4.1176470588235,3.9166666666667,3.0,4.75,2.875,3.4615384615385
As I got the words out.,-2.3399421317237,-4.7085066,-10.0333328571429,2.5,4.4166666666667,5.5454545454545,4.7272727272727,4.4375,2.375,3.9411764705882,1.7333333333333,1.0526315789474,1.9375
As for the real deal: taxes.,-2.3787553054946,-4.918187,-10.751805,2.5714285714286,2.9285714285714,5.5555555555556,5.0555555555556,2.7857142857143,2.6428571428571,2.125,1.5333333333333,1.2857142857143,2.1333333333333
As if that would impress anyone.,-2.7308937992368,-4.3584633,-11.2829542857143,2.7857142857143,6.0625,6.8235294117647,6.1176470588235,5.8823529411765,2.6428571428571,3.7857142857143,1.8666666666667,1.0714285714286,1.3076923076923
As with ectopic division and apoptosis.,-3.164430060557,-6.139809,-16.2993885714286,1.2142857142857,1.4705882352941,4.0,4.6111111111111,2.4117647058824,1.375,1.25,1.4615384615385,1.25,1.8125
Asked her question and did nothing.,-2.6628413711275,-5.4967036,-12.6314257142857,2.0,3.5714285714286,4.7333333333333,4.2,2.4666666666667,2.2307692307692,4.1764705882353,1.6666666666667,1.2666666666667,1.5833333333333
Aspergillus fumigatus and aspergillosis pubmed significant.,-3.9047011832396,-3.9978735,-14.8732514285714,1.7333333333333,1.0666666666667,1.5833333333333,3.25,1.0588235294118,1.1666666666667,1.1764705882353,1.875,1.1875,1.1538461538462
At Fatal she Scalia me MAG.,-3.9707587957382,-10.712889,-14.9961142857143,1.2666666666667,1.0588235294118,1.1875,2.0,1.0,1.0769230769231,1.2,1.2666666666667,1.0625,1.2142857142857
At least I feel clothed now.,-2.8474214587893,-4.837257,-10.6166428571429,3.0555555555556,4.2666666666667,6.2941176470588,6.6470588235294,3.5384615384615,4.0666666666667,5.1428571428571,4.1875,1.4736842105263,4.3529411764706
"At least three, maybe four kids.",-2.5555609124047,-3.8450897,-12.0545875,2.5,5.5384615384615,6.8,5.7333333333333,5.0,4.6842105263158,3.4,3.0769230769231,1.8823529411765,3.5
Athletic Club -ridge computed 20.45 undet.,-3.9135001557214,-6.8984895,-15.6761328571429,1.1428571428571,1.0,1.2,1.6,1.0,1.0,1.1666666666667,1.5714285714286,1.4,1.5
Atticus Delete't wasting at the Reb.,-4.4878342077136,-9.119452,-14.0575633333333,1.6470588235294,1.2,1.4117647058824,2.0,1.0625,1.0625,2.0,1.0666666666667,1.0,1.3888888888889
Australias Dillon authoritarian shopping department Nab.,-4.419891834259,-11.3760195,-15.2306714285714,1.6666666666667,1.0,1.3636363636364,2.0,1.0526315789474,1.5714285714286,1.5,2.6666666666667,2.2,1.6666666666667
Auto was my very first WANT.,-3.0650946412768,-7.0359006,-12.1031271428571,2.6111111111111,1.5625,3.3888888888889,3.6111111111111,1.5,1.3333333333333,3.25,2.1875,1.0714285714286,2.1176470588235
Ay wrinkle formed over her brow.,-3.6979866027832,-6.4173336,-11.8427142857143,1.9333333333333,1.5,5.3636363636364,5.1818181818182,1.4736842105263,4.2857142857143,4.875,3.8333333333333,1.2,2.0
"Baby, TRAN don'tisha I Avg you.",-4.6696866452694,-9.271969,-13.91882,1.7333333333333,1.5714285714286,1.0,1.8,1.0,1.0,1.4285714285714,1.6428571428571,1.0,1.4166666666667
"Back to your cage, little bird.",-3.083837389946,-4.702037,-11.83397375,3.5882352941176,3.9285714285714,7.0,6.8666666666667,3.1333333333333,5.0769230769231,4.3529411764706,5.0666666666667,4.3333333333333,1.8333333333333
Back with more right after this.,-2.5941585642951,-5.3326406,-10.8406914285714,2.3333333333333,3.9375,6.6666666666667,6.0555555555556,6.3125,2.0666666666667,2.375,1.625,1.0714285714286,3.8823529411765
Bal why don't you go on?,-2.0330427653389,-4.8807526,-11.85526625,2.1764705882353,3.7142857142857,5.7333333333333,5.4,1.9333333333333,1.7692307692308,3.5294117647059,1.4666666666667,1.7333333333333,2.0833333333333
Balenciaga is her favorite European designer.,-3.7360295908792,-4.1248674,-11.5354671428571,2.9285714285714,5.1875,7.0,6.9411764705882,4.5882352941176,4.7857142857143,3.7142857142857,3.5333333333333,2.2857142857143,3.1538461538462
Bare concrete floor met unpainted drywall.,-4.5617173058646,-5.5886936,-14.8376085714286,1.7333333333333,2.1428571428571,6.0,5.7333333333333,3.0,6.1333333333333,2.0,5.8571428571429,4.8571428571429,1.5
Barn man examined the three quarters.,-3.1921458414623,-8.3327,-11.8898585714286,1.9333333333333,2.3571428571429,3.2,6.2,1.5,2.8666666666667,2.5714285714286,3.6428571428571,2.1428571428571,1.75
Be prepared for various weather conditions.,-2.3244120819228,-4.1230054,-12.1367485714286,3.5294117647059,5.0,7.0,7.0,6.4375,4.625,2.5714285714286,2.8,4.1111111111111,2.5
Because I couldn't work it out.,-1.7584651335492,-3.4501977,-7.28189125,2.2666666666667,5.9375,6.5454545454545,6.0909090909091,5.5789473684211,2.1428571428571,4.375,1.3888888888889,1.0666666666667,1.4666666666667
Because allegations Hoover Karin everyone else?,-3.8901794467654,-10.573861,-16.0319071428571,1.5555555555556,1.3125,1.6666666666667,2.6666666666667,1.3125,1.2666666666667,1.9375,1.125,1.1428571428571,1.2941176470588
Because... I didn't think I would?,-1.5118174548261,-4.0372124,-9.7793144444444,3.0588235294118,5.4285714285714,6.3333333333333,5.6,5.2,1.6923076923077,4.7058823529412,1.2,1.3333333333333,2.0833333333333
Beckel wants every neurological I've TRAN.,-4.0413024595806,-10.800316,-14.61001625,2.0,1.5,2.1538461538462,2.5384615384615,1.1764705882353,1.125,2.1111111111111,1.3846153846154,1.0625,1.5294117647059
"Become someone successful, or even famous.",-3.6042508738382,-4.6146827,-11.702775,3.6428571428571,3.7058823529412,6.2222222222222,5.4444444444444,4.2352941176471,3.625,4.6875,1.1538461538462,1.25,5.25
"Before that, he had no records.",-1.9682318142482,-4.2403874,-8.402015,2.0625,5.0,6.6363636363636,6.5454545454545,5.125,2.5625,3.5294117647059,2.2666666666667,1.0,2.3125
Behind the desk was a window.,-2.4091787465981,-4.65812,-9.28927,1.7142857142857,4.3076923076923,6.8823529411765,6.7058823529412,4.6428571428571,6.4375,1.3571428571429,6.4375,4.5833333333333,3.875
Below's some of what she said.,-2.59087716043,-4.1792903,-9.352355,2.1666666666667,3.1333333333333,6.0588235294118,5.1176470588235,2.7692307692308,2.2666666666667,2.1428571428571,1.8125,1.2105263157895,3.0588235294118
Bench kitchen table and set uk.,-3.6185467413494,-6.945058,-14.37047,1.5625,1.0714285714286,2.7,3.1,1.3333333333333,2.2,1.2352941176471,4.4705882352941,2.3571428571429,1.6470588235294
"Besides, it would be terribly unsafe.",-2.896268597671,-4.221952,-8.23904375,4.2352941176471,5.1428571428571,6.8,6.7333333333333,5.2666666666667,2.4615384615385,4.3529411764706,1.6,1.9333333333333,1.3333333333333
Beyond the limits of the law.,-1.543156885675,-3.7760317,-9.4806071428571,3.2,4.1428571428571,6.8,6.4,4.5714285714286,2.9333333333333,2.7857142857143,1.5714285714286,1.1428571428571,2.0
Birth: ca 1855 in Bond Co.,-3.8824293102537,-6.5782237,-12.6800475,1.2142857142857,1.0,4.8461538461538,4.3846153846154,1.1764705882353,1.4375,1.8888888888889,1.5384615384615,2.0,1.7647058823529
Bmc delivers software free and allows.,-3.7596003157752,-7.8762946,-13.5947857142857,1.6666666666667,1.3076923076923,3.5333333333333,3.6,1.4666666666667,1.4210526315789,1.0666666666667,1.7692307692308,1.4705882352941,2.9285714285714
Book Explore Music Advertisement with Bookadsnow!,-3.7555097937584,-8.137014,-17.1655142857143,2.875,1.1875,2.5625,2.8125,1.2666666666667,2.1333333333333,1.2631578947368,3.125,2.3571428571429,3.2941176470588
"Boon Jin, you are the man!!!",-3.236453294754,-5.5885596,-13.082864,4.1333333333333,5.125,6.6363636363636,6.0909090909091,2.2631578947368,2.5,4.8125,1.7222222222222,1.4666666666667,4.8666666666667
Both Tina and Vicky are excellent.,-3.3426082815443,-5.0676627,-11.8269028571429,2.8571428571429,5.5625,6.8823529411765,6.5882352941176,5.1764705882353,3.6428571428571,4.0,1.8,1.1428571428571,5.5384615384615
Both Two drank the Das revolver.,-3.6293527228492,-9.199283,-14.5578057142857,3.0833333333333,1.0769230769231,1.6666666666667,3.1333333333333,1.1333333333333,1.3684210526316,2.0,2.0769230769231,1.1764705882353,1.9285714285714
"Both mentally and physically, you're attracted.",-2.4838999710046,-4.7219396,-10.9370111111111,4.8823529411765,3.8,5.7647058823529,5.0588235294118,5.0,3.625,5.4285714285714,1.6,1.1111111111111,4.8333333333333
"Both wearing white, untucked, long-sleeved shirts.",-2.7494421516146,-3.4850533,-13.3903655555556,2.625,3.6428571428571,6.8,5.9,3.4,5.9333333333333,3.1764705882353,5.2352941176471,1.6428571428571,2.2941176470588
Bound Referred burdens is so Ach.,-4.2017683131354,-10.924523,-12.8901257142857,1.3333333333333,1.3571428571429,1.2,2.0666666666667,1.0714285714286,1.0,1.7857142857143,1.5,1.0,1.3333333333333
"Bourton Liberty Print Crochet Dress, A.P.C.",-4.1426489551862,-4.642209,-14.832885,1.1428571428571,1.4285714285714,2.7222222222222,3.1111111111111,1.3571428571429,1.8571428571429,1.125,1.9333333333333,1.4285714285714,1.6
"Boy, I'm taking a deep breath.",-2.3964082151651,-3.470372,-10.8304277777778,3.0,4.5882352941176,6.2222222222222,6.2777777777778,5.1176470588235,5.0,5.4375,1.8461538461538,1.5,3.9375
Boys soccer rallies to down NoPo.,-3.3712930480639,-7.712587,-14.0343385714286,1.8571428571429,1.5,3.7222222222222,4.3888888888889,1.4285714285714,2.4285714285714,2.125,2.7333333333333,1.7857142857143,1.8
Brennan Expect this week to AV.,-3.6032385315214,-7.085826,-12.9903742857143,1.3571428571429,1.0769230769231,1.75,3.75,1.25,1.1333333333333,1.4285714285714,1.4705882352941,1.4,1.5555555555556
Bright lights shining in my eyes.,-2.2925451227597,-3.9217298,-12.5344085714286,4.1428571428571,4.3571428571429,6.8333333333333,6.0555555555556,5.4285714285714,6.0714285714286,3.8125,4.5333333333333,2.7142857142857,3.2
Browse the John Deere showed brochure.,-3.6763342789241,-4.982659,-13.4359171428571,1.2857142857143,1.5333333333333,4.4,3.6666666666667,1.9444444444444,2.6923076923077,1.7777777777778,4.5714285714286,2.4666666666667,1.7857142857143
"Buat Permintaan Untuk ""Spare Parts Otomotif""",-3.5991632640362,-6.622958,-17.7509,1.1428571428571,1.0714285714286,1.1111111111111,1.5555555555556,1.0714285714286,1.2857142857143,1.0,1.6666666666667,1.3571428571429,1.4
Bug course he had to Aust.,-3.432608549084,-8.08298,-12.62528,1.3125,1.25,1.0909090909091,1.5454545454545,1.375,1.0625,1.4705882352941,1.4,1.4736842105263,1.5
"Builder Skanska unexpectedly proposes lower dividend,..",-4.5923474345888,-7.7076235,-15.97166625,2.0555555555556,1.7333333333333,5.7647058823529,5.2941176470588,1.6923076923077,1.8666666666667,1.8571428571429,1.5,1.0526315789474,1.8823529411765
Bullets began to snap past him.,-3.1786354099001,-5.009118,-11.4475557142857,5.0,3.6,6.5333333333333,6.8,3.5,5.7692307692308,4.6111111111111,6.3571428571429,3.2666666666667,2.0
Bumetanide fruit Networks cerebrospinal insanely INC.,-4.46100581189,-8.533509,-16.357,1.9333333333333,1.0,1.0833333333333,2.25,1.0,1.1666666666667,1.0,1.4375,1.1875,1.0769230769231
"Business in Silverburn Shopping Centre, Glasgow.",-2.8980181415876,-5.397539,-13.32951125,1.5384615384615,1.7777777777778,5.4705882352941,5.4705882352941,1.5294117647059,3.3846153846154,1.125,2.5,4.875,2.0526315789474
But I couldn't wake you up.,-2.173196290154,-3.7828066,-8.45179,3.8571428571429,6.0769230769231,6.8333333333333,6.6666666666667,5.6875,5.0,4.9285714285714,3.7058823529412,1.6666666666667,1.3333333333333
But I knowingly abuse their confidence.,-3.3849821771894,-6.716052,-11.0776385714286,3.5333333333333,4.0625,6.4545454545455,6.1818181818182,3.3684210526316,2.5,5.5625,1.4444444444444,1.0666666666667,1.1333333333333
But I may be incredibly ill-advised.,-2.6669710353017,-4.183821,-9.3464028571429,2.4375,4.5,5.9090909090909,5.9090909090909,4.0625,2.3125,5.1764705882353,1.2666666666667,1.1052631578947,2.3125
But I will keep you concentrate.,-2.1980164732252,-5.6375575,-8.3908742857143,2.2857142857143,1.6428571428571,2.7777777777778,4.2777777777778,1.7142857142857,1.4285714285714,2.5625,1.3333333333333,1.3571428571429,2.4
But also minded Joseph offers established.,-3.6980309656688,-9.996103,-11.9924957142857,1.0714285714286,1.0666666666667,1.8,2.3333333333333,1.3888888888889,1.1538461538462,2.1666666666667,1.3571428571429,1.1333333333333,1.6428571428571
"But he had a dog, yeah?",-2.4062997613634,-4.604746,-10.58384125,3.25,5.875,6.5,5.75,3.5333333333333,4.2,3.8421052631579,3.9375,3.0,4.6470588235294
But her eyes betrayed the truth.,-2.6103736843382,-4.317658,-9.7196871428571,3.9285714285714,4.2142857142857,6.2777777777778,6.3888888888889,5.4285714285714,4.3571428571429,5.5,3.3333333333333,1.7142857142857,2.3333333333333
But it was a fun run.,-1.5935485618455,-3.926342,-7.6412885714286,4.1428571428571,5.6428571428571,6.8333333333333,6.3888888888889,5.4285714285714,3.8571428571429,4.375,3.7333333333333,3.0,5.2666666666667
But many U.S. customs confuse them.,-2.6986378096044,-5.0800266,-10.8337785714286,2.2142857142857,3.8125,6.1764705882353,5.8823529411765,3.9411764705882,3.0714285714286,3.5714285714286,1.8666666666667,2.1428571428571,1.6923076923077
But monopolies have been regulated before.,-3.5064023307392,-4.5551143,-9.5613057142857,3.125,4.3125,6.5625,5.9375,3.4,2.9333333333333,2.6842105263158,2.25,1.7142857142857,2.7058823529412
But nothing like those stomach cramps.,-2.7557314889772,-5.065161,-12.1641314285714,2.9285714285714,5.1538461538462,6.6666666666667,6.25,4.8125,3.5333333333333,5.4285714285714,3.3529411764706,1.6,1.2777777777778
"But please, not Mr. Boutros-Ghali again.",-3.3575389534235,-3.397267,-11.15274875,2.5,3.0769230769231,6.4705882352941,6.4117647058824,2.5714285714286,2.4375,3.3571428571429,2.125,1.25,2.1875
But that argument isn't always convincing.,-2.9200994889252,-3.6696668,-9.30610375,3.1428571428571,5.5882352941176,6.8888888888889,6.5,5.5882352941176,2.5,4.6875,1.2307692307692,1.0833333333333,2.5
But that could cause another problem:,-2.5285268085343,-4.138404,-9.8570014285714,3.9230769230769,5.5,6.6470588235294,5.7647058823529,5.8823529411765,2.0,2.875,1.3571428571429,1.1875,1.5263157894737
But that is a minor factor.,-2.0965503283909,-4.0613546,-7.5540314285714,1.5,5.1176470588235,6.5555555555556,6.2777777777778,4.8235294117647,2.125,2.25,1.0769230769231,1.0,3.0
But the job with the blacksmith?,-2.2245805518968,-5.165644,-13.61591,2.5833333333333,3.3846153846154,5.4666666666667,4.9333333333333,2.5333333333333,2.4736842105263,2.2666666666667,3.0769230769231,1.9411764705882,3.1428571428571
But then again he could be!,-2.045833161899,-4.511509,-10.2549942857143,4.4285714285714,6.1666666666667,6.8461538461538,6.2307692307692,5.1176470588235,1.5625,3.5555555555556,1.6923076923077,1.0625,4.0588235294118
But then even brings sciences SUP.,-3.7385670457567,-10.220566,-11.81164,1.1333333333333,1.2352941176471,2.125,2.625,1.0,1.0769230769231,1.1333333333333,1.2666666666667,1.125,1.7857142857143
But then somehow I stopped myself.,-3.1241416420255,-4.538208,-10.27376,3.7142857142857,5.6153846153846,6.9166666666667,6.3333333333333,5.5625,3.6,4.7142857142857,3.0,1.3333333333333,2.1666666666667
"But this time... well, disappearing, yes.",-3.0931636180196,-5.1404743,-10.088907,3.1428571428571,3.625,3.6470588235294,3.8823529411765,2.4705882352941,1.5714285714286,2.8571428571429,1.8666666666667,1.2857142857143,1.6923076923077
But two groups are in confrontation.,-2.9483822754451,-5.3939695,-8.79276,3.2142857142857,3.7142857142857,6.5,6.0,4.0714285714286,3.9285714285714,3.5625,3.8666666666667,2.2142857142857,2.1333333333333
But we don't have the time.,-1.4875935891178,-3.090408,-5.61364125,3.3571428571429,6.4375,6.9411764705882,6.3529411764706,6.8235294117647,3.6428571428571,3.5,1.8666666666667,1.2857142857143,1.8461538461538
Buy sell signals remains a particular.,-3.4786351408277,-9.383339,-12.1209542857143,2.1875,1.625,1.9375,3.1875,1.8,1.5333333333333,1.4736842105263,2.0625,1.7142857142857,2.7058823529412
"By Google's own admission, it's Amazon.",-2.9520549244351,-3.5096688,-10.343045,2.6111111111111,2.1333333333333,6.3529411764706,5.5294117647059,3.6923076923077,2.3333333333333,1.8571428571429,1.4375,1.1578947368421,3.0
By karl few minutes and selling.,-3.2018333503178,-8.315779,-12.1604928571429,1.4117647058824,1.4285714285714,1.8,2.8666666666667,1.2,1.0769230769231,1.5882352941176,1.1333333333333,1.2,1.5
Can I say something to you?,-1.9908820561,-3.5712354,-9.48221,3.4285714285714,6.5,6.8888888888889,6.8333333333333,6.8571428571429,3.4285714285714,4.5625,2.9333333333333,1.7142857142857,3.4666666666667
Can I wear a long dress?,-2.4760767987796,-3.6336856,-11.2557357142857,3.1764705882353,6.4,7.0,7.0,6.3125,5.3125,4.0714285714286,5.7333333333333,1.5555555555556,2.9444444444444
Can does one identify everyone else?,-3.4820630720684,-7.155819,-13.2908785714286,1.5,1.5384615384615,2.8823529411765,2.6470588235294,1.5,1.5,2.2142857142857,1.25,1.0,1.875
Can room doesn't match the stairwell.,-2.9905353519134,-5.9817653,-10.1872425,1.3571428571429,2.0769230769231,2.7058823529412,3.5294117647059,1.1428571428571,2.0625,1.0714285714286,3.5625,2.6666666666667,1.6875
Can we go for a walk?,-1.6739035248756,-3.1658993,-10.0116285714286,2.7647058823529,6.5714285714286,7.0,7.0,6.8666666666667,4.5384615384615,4.4117647058824,3.9333333333333,4.0666666666667,5.0
Can we pursue him for robbery?,-2.9094597186361,-5.5820484,-11.94297,5.1428571428571,5.0625,6.5294117647059,6.8235294117647,3.9411764705882,3.9285714285714,4.5714285714286,2.6666666666667,1.2142857142857,1.7692307692308
Can we take a short walk?,-2.1104351793017,-4.0597906,-10.60369,3.5714285714286,6.6153846153846,7.0,7.0,6.4285714285714,4.6875,4.4285714285714,3.75,4.4166666666667,5.3125
Can you like what you see?,-2.2473547458649,-3.339319,-10.0518885714286,2.9444444444444,3.75,5.5,5.5555555555556,4.0,1.5333333333333,3.4375,1.4375,1.5714285714286,2.8823529411765
Can't go anywhere without an inhaler.,-2.1561179161072,-3.5089538,-11.87918375,3.1428571428571,5.25,6.8823529411765,5.5882352941176,5.1176470588235,4.5,4.2142857142857,5.8666666666667,2.0,2.0
Canquished envisage Invalid you do them?,-3.6480575799942,-9.439101,-14.8643242857143,1.2142857142857,1.5714285714286,1.0555555555556,1.8333333333333,1.0,1.0,1.5,1.2,1.1428571428571,1.6
