,sentence,layer,improbable_impossible_projection,impossible_inconceivable_projection,improbable_inconceivable_projection
431,It meant waving a white flag.,15,804.0,-3440.0,-2640.0
432,It meant waving a white flag.,16,1336.0,-3600.0,-2256.0
433,It meant waving a white flag.,17,608.0,-3504.0,-2912.0
434,It meant waving a white flag.,18,1120.0,-5120.0,-4016.0
435,It meant waving a white flag.,19,592.0,-4128.0,-3536.0
436,It meant waving a white flag.,20,1088.0,-4160.0,-3104.0
437,It meant waving a white flag.,21,2008.0,-4352.0,-2352.0
438,It meant waving a white flag.,22,2024.0,-5952.0,-3920.0
439,It meant waving a white flag.,23,2976.0,-6400.0,-3408.0
440,It meant waving a white flag.,24,2848.0,-7520.0,-4704.0
441,It meant waving a white flag.,25,536.0,-1664.0,-1136.0
442,The crowd burst into spontaneous applause.,0,-3.453125,6.15625,2.734375
443,The crowd burst into spontaneous applause.,1,-4.78125,-12.625,-17.5
444,The crowd burst into spontaneous applause.,2,-0.0380859375,-8.0625,-8.0625
445,The crowd burst into spontaneous applause.,3,17.375,8.5625,25.625
446,The crowd burst into spontaneous applause.,4,-18.0,-37.0,-55.25
447,The crowd burst into spontaneous applause.,5,35.75,66.0,101.5
448,The crowd burst into spontaneous applause.,6,-65.0,-153.0,-219.0
449,The crowd burst into spontaneous applause.,7,-64.0,-584.0,-648.0
450,The crowd burst into spontaneous applause.,8,-64.5,-688.0,-752.0
451,The crowd burst into spontaneous applause.,9,16.75,-370.0,-356.0
452,The crowd burst into spontaneous applause.,10,102.0,-924.0,-824.0
453,The crowd burst into spontaneous applause.,11,213.0,-1136.0,-920.0
454,The crowd burst into spontaneous applause.,12,3.53125,-1072.0,-1064.0
455,The crowd burst into spontaneous applause.,13,225.0,-1640.0,-1408.0
456,The crowd burst into spontaneous applause.,14,560.0,-1920.0,-1352.0
457,The crowd burst into spontaneous applause.,15,141.0,-3744.0,-3584.0
458,The crowd burst into spontaneous applause.,16,684.0,-3744.0,-3072.0
459,The crowd burst into spontaneous applause.,17,88.5,-3728.0,-3648.0
460,The crowd burst into spontaneous applause.,18,494.0,-5536.0,-5024.0
461,The crowd burst into spontaneous applause.,19,-27.75,-4480.0,-4512.0
462,The crowd burst into spontaneous applause.,20,492.0,-4320.0,-3824.0
463,The crowd burst into spontaneous applause.,21,1384.0,-4416.0,-3024.0
464,The crowd burst into spontaneous applause.,22,1560.0,-5696.0,-4128.0
465,The crowd burst into spontaneous applause.,23,2752.0,-6272.0,-3520.0
466,The crowd burst into spontaneous applause.,24,2672.0,-7904.0,-5248.0
467,The crowd burst into spontaneous applause.,25,956.0,-4992.0,-4048.0
468,His leg is too badly damaged.,0,-3.125,4.28125,1.140625
469,His leg is too badly damaged.,1,-4.6875,-20.0,-24.75
470,His leg is too badly damaged.,2,-0.6796875,-11.1875,-11.875
471,His leg is too badly damaged.,3,16.125,-16.375,-0.490234375
472,His leg is too badly damaged.,4,-22.875,-86.5,-109.5
473,His leg is too badly damaged.,5,39.0,0.5390625,40.25
474,His leg is too badly damaged.,6,-54.0,-226.0,-280.0
475,His leg is too badly damaged.,7,-50.5,-604.0,-652.0
476,His leg is too badly damaged.,8,-62.25,-688.0,-748.0
477,His leg is too badly damaged.,9,23.625,-426.0,-402.0
478,His leg is too badly damaged.,10,144.0,-956.0,-808.0
479,His leg is too badly damaged.,11,312.0,-1280.0,-968.0
480,His leg is too badly damaged.,12,199.0,-1208.0,-1000.0
481,His leg is too badly damaged.,13,504.0,-2048.0,-1552.0
482,His leg is too badly damaged.,14,740.0,-2256.0,-1520.0
483,His leg is too badly damaged.,15,274.0,-3856.0,-3568.0
484,His leg is too badly damaged.,16,628.0,-3888.0,-3264.0
485,His leg is too badly damaged.,17,214.0,-3840.0,-3632.0
486,His leg is too badly damaged.,18,644.0,-5504.0,-4864.0
487,His leg is too badly damaged.,19,132.0,-4736.0,-4576.0
488,His leg is too badly damaged.,20,592.0,-4704.0,-4128.0
489,His leg is too badly damaged.,21,1592.0,-5056.0,-3472.0
490,His leg is too badly damaged.,22,1592.0,-7072.0,-5472.0
491,His leg is too badly damaged.,23,2672.0,-7680.0,-4992.0
492,His leg is too badly damaged.,24,2304.0,-8832.0,-6496.0
493,His leg is too badly damaged.,25,-145.0,-2544.0,-2704.0
494,He treated them like puppy dogs.,0,-4.21875,-3.140625,-7.375
495,He treated them like puppy dogs.,1,-5.71875,-24.5,-30.125
496,He treated them like puppy dogs.,2,-0.6796875,-13.5,-14.1875
497,He treated them like puppy dogs.,3,20.875,-23.5,-2.90625
498,He treated them like puppy dogs.,4,-10.9375,-44.0,-55.25
499,He treated them like puppy dogs.,5,59.5,33.75,94.0
500,He treated them like puppy dogs.,6,-33.0,-165.0,-199.0
501,He treated them like puppy dogs.,7,-15.5,-528.0,-544.0
502,He treated them like puppy dogs.,8,-47.0,-688.0,-736.0
503,He treated them like puppy dogs.,9,33.0,-384.0,-352.0
504,He treated them like puppy dogs.,10,181.0,-952.0,-772.0
505,He treated them like puppy dogs.,11,478.0,-1624.0,-1144.0
506,He treated them like puppy dogs.,12,196.0,-1376.0,-1176.0
507,He treated them like puppy dogs.,13,584.0,-2224.0,-1648.0
508,He treated them like puppy dogs.,14,892.0,-2400.0,-1512.0
509,He treated them like puppy dogs.,15,684.0,-3952.0,-3264.0
510,He treated them like puppy dogs.,16,1104.0,-3920.0,-2832.0
511,He treated them like puppy dogs.,17,532.0,-3792.0,-3280.0
512,He treated them like puppy dogs.,18,1056.0,-5280.0,-4224.0
513,He treated them like puppy dogs.,19,588.0,-4640.0,-4032.0
514,He treated them like puppy dogs.,20,1072.0,-4480.0,-3424.0
515,He treated them like puppy dogs.,21,2008.0,-5088.0,-3072.0
516,He treated them like puppy dogs.,22,2008.0,-6976.0,-4960.0
517,He treated them like puppy dogs.,23,3088.0,-7520.0,-4416.0
518,He treated them like puppy dogs.,24,2880.0,-8192.0,-5344.0
519,He treated them like puppy dogs.,25,1064.0,-1640.0,-576.0
520,It looked like a trash heap.,0,-3.375,-0.625,-3.984375
521,It looked like a trash heap.,1,-4.21875,-20.875,-25.0
522,It looked like a trash heap.,2,0.5625,-12.6875,-12.0625
523,It looked like a trash heap.,3,29.0,-14.8125,13.9375
524,It looked like a trash heap.,4,-10.625,-65.0,-76.0
525,It looked like a trash heap.,5,85.5,55.0,141.0
526,It looked like a trash heap.,6,-6.375,-164.0,-170.0
527,It looked like a trash heap.,7,15.0,-612.0,-596.0
528,It looked like a trash heap.,8,-12.3125,-780.0,-792.0
529,It looked like a trash heap.,9,80.0,-510.0,-432.0
530,It looked like a trash heap.,10,202.0,-1120.0,-924.0
531,It looked like a trash heap.,11,450.0,-1528.0,-1080.0
532,It looked like a trash heap.,12,255.0,-1400.0,-1144.0
533,It looked like a trash heap.,13,644.0,-2176.0,-1536.0
534,It looked like a trash heap.,14,868.0,-2448.0,-1576.0
535,It looked like a trash heap.,15,474.0,-4160.0,-3664.0
536,It looked like a trash heap.,16,996.0,-4416.0,-3424.0
537,It looked like a trash heap.,17,183.0,-4352.0,-4160.0
538,It looked like a trash heap.,18,356.0,-6400.0,-6048.0
539,It looked like a trash heap.,19,-306.0,-5504.0,-5824.0
540,It looked like a trash heap.,20,260.0,-5536.0,-5280.0
541,It looked like a trash heap.,21,996.0,-6240.0,-5248.0
542,It looked like a trash heap.,22,1064.0,-8160.0,-7072.0
543,It looked like a trash heap.,23,1680.0,-9088.0,-7392.0
544,It looked like a trash heap.,24,1304.0,-11264.0,-9984.0
545,It looked like a trash heap.,25,-1288.0,-10304.0,-11584.0
546,A car drove down the road.,0,-2.78125,-4.03125,-6.78125
547,A car drove down the road.,1,-4.375,-25.375,-29.75
548,A car drove down the road.,2,-0.82421875,-19.75,-20.625
549,A car drove down the road.,3,6.09375,-45.5,-39.5
550,A car drove down the road.,4,-24.5,-104.5,-129.0
551,A car drove down the road.,5,44.25,-27.75,16.375
552,A car drove down the road.,6,-46.5,-242.0,-288.0
553,A car drove down the road.,7,-68.0,-688.0,-752.0
554,A car drove down the road.,8,-106.0,-796.0,-900.0
555,A car drove down the road.,9,-31.75,-540.0,-572.0
556,A car drove down the road.,10,37.75,-1152.0,-1112.0
557,A car drove down the road.,11,134.0,-1504.0,-1368.0
558,A car drove down the road.,12,-101.0,-1384.0,-1480.0
559,A car drove down the road.,13,162.0,-2224.0,-2064.0
560,A car drove down the road.,14,576.0,-2384.0,-1816.0
561,A car drove down the road.,15,203.0,-4128.0,-3920.0
562,A car drove down the road.,16,480.0,-4384.0,-3920.0
563,A car drove down the road.,17,-123.0,-4000.0,-4160.0
564,A car drove down the road.,18,262.0,-5920.0,-5632.0
565,A car drove down the road.,19,-308.0,-5216.0,-5504.0
566,A car drove down the road.,20,108.0,-5216.0,-5120.0
567,A car drove down the road.,21,968.0,-5792.0,-4800.0
568,A car drove down the road.,22,1064.0,-7616.0,-6528.0
569,A car drove down the road.,23,2048.0,-8320.0,-6272.0
570,A car drove down the road.,24,1528.0,-9408.0,-7872.0
571,A car drove down the road.,25,43.5,-2192.0,-2160.0
572,People are getting hungry and desperate.,0,-2.75,6.25,3.546875
573,People are getting hungry and desperate.,1,-4.90625,-15.5,-20.5
574,People are getting hungry and desperate.,2,0.25,-4.75,-4.5
575,People are getting hungry and desperate.,3,24.875,13.375,38.0
576,People are getting hungry and desperate.,4,-11.375,-41.75,-53.0
577,People are getting hungry and desperate.,5,62.0,95.0,157.0
578,People are getting hungry and desperate.,6,-34.5,-123.0,-157.0
579,People are getting hungry and desperate.,7,-22.0,-444.0,-464.0
580,People are getting hungry and desperate.,8,-44.75,-628.0,-672.0
581,People are getting hungry and desperate.,9,28.0,-362.0,-334.0
582,People are getting hungry and desperate.,10,144.0,-912.0,-772.0
583,People are getting hungry and desperate.,11,308.0,-1240.0,-928.0
584,People are getting hungry and desperate.,12,180.0,-1168.0,-984.0
585,People are getting hungry and desperate.,13,512.0,-1784.0,-1280.0
586,People are getting hungry and desperate.,14,856.0,-2040.0,-1176.0
587,People are getting hungry and desperate.,15,336.0,-3680.0,-3328.0
588,People are getting hungry and desperate.,16,816.0,-3744.0,-2928.0
589,People are getting hungry and desperate.,17,142.0,-3824.0,-3680.0
590,People are getting hungry and desperate.,18,532.0,-5664.0,-5120.0
591,People are getting hungry and desperate.,19,-105.5,-4704.0,-4800.0
592,People are getting hungry and desperate.,20,358.0,-4736.0,-4384.0
593,People are getting hungry and desperate.,21,1176.0,-5056.0,-3872.0
594,People are getting hungry and desperate.,22,1080.0,-7008.0,-5920.0
595,People are getting hungry and desperate.,23,2160.0,-7904.0,-5728.0
596,People are getting hungry and desperate.,24,1552.0,-9728.0,-8192.0
597,People are getting hungry and desperate.,25,-932.0,-5344.0,-6304.0
598,He held out a duffel bag.,0,-4.75,-4.15625,-8.875
599,He held out a duffel bag.,1,-6.4375,-23.875,-30.375
600,He held out a duffel bag.,2,-0.90625,-15.9375,-16.875
601,He held out a duffel bag.,3,-3.984375,-50.75,-54.75
602,He held out a duffel bag.,4,-37.5,-112.5,-150.0
603,He held out a duffel bag.,5,41.5,-13.1875,28.375
604,He held out a duffel bag.,6,-38.25,-204.0,-242.0
605,He held out a duffel bag.,7,-30.375,-592.0,-620.0
606,He held out a duffel bag.,8,-48.75,-708.0,-756.0
607,He held out a duffel bag.,9,49.25,-412.0,-362.0
608,He held out a duffel bag.,10,142.0,-1096.0,-952.0
609,He held out a duffel bag.,11,290.0,-1392.0,-1096.0
610,He held out a duffel bag.,12,55.0,-1328.0,-1272.0
611,He held out a duffel bag.,13,396.0,-2176.0,-1776.0
612,He held out a duffel bag.,14,576.0,-2320.0,-1752.0
613,He held out a duffel bag.,15,282.0,-3840.0,-3552.0
614,He held out a duffel bag.,16,668.0,-3616.0,-2960.0
615,He held out a duffel bag.,17,60.5,-3360.0,-3312.0
616,He held out a duffel bag.,18,462.0,-4896.0,-4416.0
617,He held out a duffel bag.,19,37.0,-4384.0,-4352.0
618,He held out a duffel bag.,20,436.0,-4064.0,-3616.0
619,He held out a duffel bag.,21,1176.0,-4544.0,-3392.0
620,He held out a duffel bag.,22,1512.0,-5888.0,-4384.0
621,He held out a duffel bag.,23,2624.0,-6624.0,-3984.0
622,He held out a duffel bag.,24,2352.0,-7488.0,-5120.0
623,He held out a duffel bag.,25,936.0,-1952.0,-1072.0
624,The movie was entertaining and funny.,0,-3.296875,6.03125,2.75
625,The movie was entertaining and funny.,1,-5.53125,-15.1875,-20.75
626,The movie was entertaining and funny.,2,-1.1328125,-5.40625,-6.53125
627,The movie was entertaining and funny.,3,9.6875,11.4375,21.125
628,The movie was entertaining and funny.,4,-22.0,-30.875,-53.25
629,The movie was entertaining and funny.,5,40.25,87.0,128.0
630,The movie was entertaining and funny.,6,-55.5,-142.0,-198.0
631,The movie was entertaining and funny.,7,-69.5,-532.0,-600.0
632,The movie was entertaining and funny.,8,-109.5,-664.0,-772.0
633,The movie was entertaining and funny.,9,-72.0,-324.0,-396.0
634,The movie was entertaining and funny.,10,-2.078125,-816.0,-816.0
635,The movie was entertaining and funny.,11,108.0,-1224.0,-1112.0
636,The movie was entertaining and funny.,12,-136.0,-1176.0,-1304.0
637,The movie was entertaining and funny.,13,14.375,-1872.0,-1864.0
638,The movie was entertaining and funny.,14,448.0,-2240.0,-1792.0
639,The movie was entertaining and funny.,15,-39.25,-3872.0,-3904.0
640,The movie was entertaining and funny.,16,258.0,-3680.0,-3440.0
641,The movie was entertaining and funny.,17,-150.0,-3600.0,-3760.0
642,The movie was entertaining and funny.,18,350.0,-5312.0,-4992.0
643,The movie was entertaining and funny.,19,-176.0,-4672.0,-4832.0
644,The movie was entertaining and funny.,20,182.0,-4672.0,-4512.0
645,The movie was entertaining and funny.,21,1296.0,-4640.0,-3328.0
646,The movie was entertaining and funny.,22,1464.0,-6464.0,-4992.0
647,The movie was entertaining and funny.,23,2816.0,-6656.0,-3840.0
648,The movie was entertaining and funny.,24,2208.0,-7808.0,-5600.0
649,The movie was entertaining and funny.,25,504.0,-2416.0,-1952.0
650,Everyone finished eating every delicious bite.,0,-3.96875,4.75,0.75390625
651,Everyone finished eating every delicious bite.,1,-7.3125,-25.75,-33.0
652,Everyone finished eating every delicious bite.,2,-2.375,-14.3125,-16.625
653,Everyone finished eating every delicious bite.,3,21.375,-12.1875,8.9375
654,Everyone finished eating every delicious bite.,4,-16.875,-79.5,-96.5
655,Everyone finished eating every delicious bite.,5,49.0,31.0,80.5
656,Everyone finished eating every delicious bite.,6,-46.5,-173.0,-220.0
657,Everyone finished eating every delicious bite.,7,-51.5,-596.0,-644.0
658,Everyone finished eating every delicious bite.,8,-69.5,-680.0,-748.0
659,Everyone finished eating every delicious bite.,9,21.125,-422.0,-400.0
660,Everyone finished eating every delicious bite.,10,124.5,-1048.0,-924.0
661,Everyone finished eating every delicious bite.,11,286.0,-1320.0,-1032.0
662,Everyone finished eating every delicious bite.,12,11.0,-1248.0,-1232.0
663,Everyone finished eating every delicious bite.,13,416.0,-1832.0,-1408.0
664,Everyone finished eating every delicious bite.,14,788.0,-2128.0,-1328.0
665,Everyone finished eating every delicious bite.,15,304.0,-3840.0,-3536.0
666,Everyone finished eating every delicious bite.,16,648.0,-3472.0,-2832.0
667,Everyone finished eating every delicious bite.,17,138.0,-3232.0,-3104.0
668,Everyone finished eating every delicious bite.,18,644.0,-4384.0,-3760.0
669,Everyone finished eating every delicious bite.,19,112.5,-3840.0,-3728.0
670,Everyone finished eating every delicious bite.,20,584.0,-3424.0,-2848.0
671,Everyone finished eating every delicious bite.,21,1608.0,-3776.0,-2160.0
672,Everyone finished eating every delicious bite.,22,1720.0,-5024.0,-3328.0
673,Everyone finished eating every delicious bite.,23,3088.0,-5632.0,-2544.0
674,Everyone finished eating every delicious bite.,24,3056.0,-6848.0,-3776.0
675,Everyone finished eating every delicious bite.,25,2024.0,-4320.0,-2304.0
676,He took another sip of beer.,0,-3.296875,-2.515625,-5.8125
677,He took another sip of beer.,1,-5.0,-21.5,-26.5
678,He took another sip of beer.,2,0.392578125,-11.375,-10.9375
679,He took another sip of beer.,3,15.625,-23.625,-8.3125
680,He took another sip of beer.,4,-16.25,-72.0,-88.5
681,He took another sip of beer.,5,38.0,2.0625,40.0
682,He took another sip of beer.,6,-61.0,-198.0,-260.0
683,He took another sip of beer.,7,-65.5,-592.0,-656.0
684,He took another sip of beer.,8,-85.0,-644.0,-728.0
685,He took another sip of beer.,9,30.125,-364.0,-334.0
686,He took another sip of beer.,10,103.5,-992.0,-888.0
687,He took another sip of beer.,11,222.0,-1392.0,-1168.0
688,He took another sip of beer.,12,-7.84375,-1328.0,-1336.0
689,He took another sip of beer.,13,320.0,-2024.0,-1704.0
690,He took another sip of beer.,14,528.0,-2208.0,-1680.0
691,He took another sip of beer.,15,114.0,-3616.0,-3488.0
692,He took another sip of beer.,16,442.0,-3408.0,-2960.0
693,He took another sip of beer.,17,88.0,-3232.0,-3152.0
694,He took another sip of beer.,18,592.0,-4864.0,-4256.0
695,He took another sip of beer.,19,168.0,-4448.0,-4288.0
696,He took another sip of beer.,20,644.0,-3888.0,-3248.0
697,He took another sip of beer.,21,1624.0,-4224.0,-2608.0
698,He took another sip of beer.,22,1832.0,-5856.0,-4016.0
699,He took another sip of beer.,23,3056.0,-6272.0,-3200.0
700,He took another sip of beer.,24,2816.0,-6752.0,-3952.0
701,He took another sip of beer.,25,1872.0,2336.0,4160.0
702,The last time we'd had four.,0,-1.4453125,-1.9453125,-3.390625
703,The last time we'd had four.,1,-3.640625,-18.25,-21.75
704,The last time we'd had four.,2,1.046875,-4.71875,-3.640625
705,The last time we'd had four.,3,44.75,41.25,86.0
706,The last time we'd had four.,4,10.75,7.0625,17.75
707,The last time we'd had four.,5,133.0,162.0,296.0
708,The last time we'd had four.,6,26.75,-26.125,0.44921875
709,The last time we'd had four.,7,68.5,-320.0,-251.0
710,The last time we'd had four.,8,60.5,-338.0,-276.0
711,The last time we'd had four.,9,159.0,-97.5,60.0
712,The last time we'd had four.,10,326.0,-532.0,-209.0
713,The last time we'd had four.,11,600.0,-768.0,-166.0
714,The last time we'd had four.,12,452.0,-548.0,-90.5
715,The last time we'd had four.,13,1032.0,-992.0,38.0
716,The last time we'd had four.,14,1352.0,-1128.0,220.0
717,The last time we'd had four.,15,1008.0,-2160.0,-1136.0
718,The last time we'd had four.,16,1344.0,-1808.0,-472.0
719,The last time we'd had four.,17,784.0,-1624.0,-852.0
720,The last time we'd had four.,18,1200.0,-2688.0,-1480.0
721,The last time we'd had four.,19,932.0,-2192.0,-1256.0
722,The last time we'd had four.,20,1392.0,-2008.0,-620.0
723,The last time we'd had four.,21,2976.0,-1184.0,1800.0
724,The last time we'd had four.,22,3520.0,-1464.0,2048.0
725,The last time we'd had four.,23,4800.0,-896.0,3920.0
