sentence_0,sentence_1,modal_0,modal_1,semantics_0,semantics_1
"To keep visitors safe, the national park was patrolled by the ranger.","To keep visitors safe, the national park was patrolled by the radiator.",probable,impossible,related,unrelated
"At the library, the books are organised on the shelves by the librarian.","At the library, the books are organised on the shelves by the throne.",probable,impossible,related,unrelated
"At the bank, credit card requests are authorised by the manager.","At the bank, credit card requests are authorised by the spade.",probable,impossible,related,unrelated
Fish in the aquarium were studied by the biologist.,Fish in the aquarium were studied by the spotlight.,probable,impossible,related,unrelated
"At the exhibition, all the pictures were taken by the photographer.","At the exhibition, all the pictures were taken by the protection.",probable,impossible,related,unrelated
"At the graduation reception, the dinner was provided by the caterer.","At the graduation reception, the dinner was provided by the gate.",probable,impossible,related,unrelated
"When the Italian diplomat gave a speech, the translation was performed by the interpreter.","When the Italian diplomat gave a speech, the translation was performed by the windscreen.",probable,impossible,related,unrelated
The prescription for the mental disorder was written by the psychiatrist.,The prescription for the mental disorder was written by the fence.,probable,impossible,related,unrelated
The bank robbery was prevented by the hero.,The bank robbery was prevented by the spoon.,probable,impossible,related,unrelated
The attacks on the ships were led by the pirate.,The attacks on the ships were led by the violin.,probable,impossible,related,unrelated
"At the opera concert in the theatre, the musical pieces were sung by the tenor.","At the opera concert in the theatre, the musical pieces were sung by the cage.",probable,impossible,related,unrelated
"Because his parents work all day, the baby was attended by the nanny.","Because his parents work all day, the baby was attended by the package.",probable,impossible,related,unrelated
The dental restoration was performed by the dentist.,The dental restoration was performed by the saddle.,probable,impossible,related,unrelated
"At the Olympics, the bars competition was won by the gymnast.","At the Olympics, the bars competition was won by the crucifix.",probable,impossible,related,unrelated
"To lose weight, the woman's meal plan was prescribed by the dietician.","To lose weight, the woman's meal plan was prescribed by the banner.",probable,impossible,related,unrelated
The psychotherapy session was delivered by the counsellor.,The psychotherapy session was delivered by the table.,probable,impossible,related,unrelated
