,sentence,likelihood,layer,improbable_impossible_projection,impossible_inconceivable_projection,improbable_inconceivable_projection
366,breaking a coconut using a texture.,9.5625,2,-4.9375,-11.8125,-16.75
367,breaking a coconut using a texture.,9.5625,3,37.25,26.875,63.75
368,breaking a coconut using a texture.,9.5625,4,-4.3125,-53.0,-57.25
369,breaking a coconut using a texture.,9.5625,5,145.0,200.0,346.0
370,breaking a coconut using a texture.,9.5625,6,48.25,34.5,82.5
371,breaking a coconut using a texture.,9.5625,7,58.0,-362.0,-302.0
372,breaking a coconut using a texture.,9.5625,8,14.9375,-468.0,-450.0
373,breaking a coconut using a texture.,9.5625,9,86.0,-268.0,-183.0
374,breaking a coconut using a texture.,9.5625,10,340.0,-752.0,-412.0
375,breaking a coconut using a texture.,9.5625,11,768.0,-1016.0,-248.0
376,breaking a coconut using a texture.,9.5625,12,516.0,-836.0,-320.0
377,breaking a coconut using a texture.,9.5625,13,972.0,-1488.0,-516.0
378,breaking a coconut using a texture.,9.5625,14,1128.0,-1744.0,-608.0
379,breaking a coconut using a texture.,9.5625,15,564.0,-3216.0,-2640.0
380,breaking a coconut using a texture.,9.5625,16,796.0,-3152.0,-2368.0
381,breaking a coconut using a texture.,9.5625,17,-8.625,-3008.0,-3024.0
382,breaking a coconut using a texture.,9.5625,18,-346.0,-4192.0,-4544.0
383,breaking a coconut using a texture.,9.5625,19,-744.0,-3472.0,-4224.0
384,breaking a coconut using a texture.,9.5625,20,-506.0,-2992.0,-3504.0
385,breaking a coconut using a texture.,9.5625,21,418.0,-2816.0,-2384.0
386,breaking a coconut using a texture.,9.5625,22,820.0,-2928.0,-2096.0
387,breaking a coconut using a texture.,9.5625,23,1704.0,-2400.0,-688.0
388,breaking a coconut using a texture.,9.5625,24,2816.0,600.0,3424.0
389,breaking a coconut using a texture.,9.5625,25,4544.0,16512.0,20992.0
390,denting a car with a breeze.,1.2,0,-2.71875,-4.34375,-7.09375
391,denting a car with a breeze.,1.2,1,-5.1875,-25.625,-30.75
392,denting a car with a breeze.,1.2,2,0.0478515625,-22.5,-22.375
393,denting a car with a breeze.,1.2,3,33.5,-28.0,5.5
394,denting a car with a breeze.,1.2,4,-22.25,-129.0,-151.0
395,denting a car with a breeze.,1.2,5,42.75,-38.0,5.4375
396,denting a car with a breeze.,1.2,6,-82.5,-223.0,-306.0
397,denting a car with a breeze.,1.2,7,-36.5,-620.0,-656.0
398,denting a car with a breeze.,1.2,8,-35.25,-712.0,-744.0
399,denting a car with a breeze.,1.2,9,31.75,-536.0,-504.0
400,denting a car with a breeze.,1.2,10,216.0,-1040.0,-832.0
401,denting a car with a breeze.,1.2,11,410.0,-1424.0,-1012.0
402,denting a car with a breeze.,1.2,12,304.0,-1416.0,-1104.0
403,denting a car with a breeze.,1.2,13,960.0,-2304.0,-1352.0
404,denting a car with a breeze.,1.2,14,1144.0,-2384.0,-1240.0
405,denting a car with a breeze.,1.2,15,716.0,-3696.0,-2976.0
406,denting a car with a breeze.,1.2,16,948.0,-3568.0,-2640.0
407,denting a car with a breeze.,1.2,17,462.0,-3680.0,-3232.0
408,denting a car with a breeze.,1.2,18,696.0,-5152.0,-4448.0
409,denting a car with a breeze.,1.2,19,292.0,-4800.0,-4480.0
410,denting a car with a breeze.,1.2,20,812.0,-4608.0,-3792.0
411,denting a car with a breeze.,1.2,21,1912.0,-4864.0,-2960.0
412,denting a car with a breeze.,1.2,22,2192.0,-6784.0,-4608.0
413,denting a car with a breeze.,1.2,23,3216.0,-7520.0,-4320.0
414,denting a car with a breeze.,1.2,24,3408.0,-8192.0,-4800.0
415,denting a car with a breeze.,1.2,25,3056.0,2608.0,5664.0
416,cutting grass using a scythe.,51.57142857142857,0,-2.65625,-8.3125,-10.875
417,cutting grass using a scythe.,51.57142857142857,1,-10.6875,-32.0,-42.75
418,cutting grass using a scythe.,51.57142857142857,2,-6.21875,-26.125,-32.5
419,cutting grass using a scythe.,51.57142857142857,3,-1.3203125,-81.0,-82.5
420,cutting grass using a scythe.,51.57142857142857,4,-54.5,-192.0,-247.0
421,cutting grass using a scythe.,51.57142857142857,5,-17.875,-153.0,-171.0
422,cutting grass using a scythe.,51.57142857142857,6,-174.0,-416.0,-592.0
423,cutting grass using a scythe.,51.57142857142857,7,-207.0,-936.0,-1144.0
424,cutting grass using a scythe.,51.57142857142857,8,-334.0,-1112.0,-1448.0
425,cutting grass using a scythe.,51.57142857142857,9,-386.0,-956.0,-1344.0
426,cutting grass using a scythe.,51.57142857142857,10,-348.0,-1488.0,-1840.0
427,cutting grass using a scythe.,51.57142857142857,11,-756.0,-2352.0,-3104.0
428,cutting grass using a scythe.,51.57142857142857,12,-1016.0,-2224.0,-3232.0
429,cutting grass using a scythe.,51.57142857142857,13,-940.0,-3232.0,-4160.0
430,cutting grass using a scythe.,51.57142857142857,14,-784.0,-3200.0,-3984.0
431,cutting grass using a scythe.,51.57142857142857,15,-1944.0,-5312.0,-7232.0
432,cutting grass using a scythe.,51.57142857142857,16,-2096.0,-5568.0,-7648.0
433,cutting grass using a scythe.,51.57142857142857,17,-2992.0,-5408.0,-8384.0
434,cutting grass using a scythe.,51.57142857142857,18,-3808.0,-7136.0,-10944.0
435,cutting grass using a scythe.,51.57142857142857,19,-4320.0,-6816.0,-11136.0
436,cutting grass using a scythe.,51.57142857142857,20,-4128.0,-6784.0,-10880.0
437,cutting grass using a scythe.,51.57142857142857,21,-3936.0,-7552.0,-11520.0
438,cutting grass using a scythe.,51.57142857142857,22,-4704.0,-9408.0,-14080.0
439,cutting grass using a scythe.,51.57142857142857,23,-4800.0,-10176.0,-14976.0
440,cutting grass using a scythe.,51.57142857142857,24,-4992.0,-10752.0,-15744.0
441,cutting grass using a scythe.,51.57142857142857,25,-6976.0,-496.0,-7456.0
442,hanging a painting using vapor.,1.2857142857142858,0,-2.609375,-8.125,-10.75
443,hanging a painting using vapor.,1.2857142857142858,1,-5.71875,-28.125,-33.75
444,hanging a painting using vapor.,1.2857142857142858,2,0.34765625,-26.25,-25.875
445,hanging a painting using vapor.,1.2857142857142858,3,62.75,-5.0,57.75
446,hanging a painting using vapor.,1.2857142857142858,4,20.875,-76.0,-55.5
447,hanging a painting using vapor.,1.2857142857142858,5,160.0,98.5,258.0
448,hanging a painting using vapor.,1.2857142857142858,6,5.875,-147.0,-141.0
449,hanging a painting using vapor.,1.2857142857142858,7,55.0,-672.0,-616.0
450,hanging a painting using vapor.,1.2857142857142858,8,11.4375,-716.0,-704.0
451,hanging a painting using vapor.,1.2857142857142858,9,72.5,-482.0,-410.0
452,hanging a painting using vapor.,1.2857142857142858,10,302.0,-884.0,-584.0
453,hanging a painting using vapor.,1.2857142857142858,11,828.0,-1456.0,-624.0
454,hanging a painting using vapor.,1.2857142857142858,12,572.0,-1144.0,-564.0
455,hanging a painting using vapor.,1.2857142857142858,13,1328.0,-1976.0,-656.0
456,hanging a painting using vapor.,1.2857142857142858,14,1472.0,-1904.0,-436.0
457,hanging a painting using vapor.,1.2857142857142858,15,856.0,-3424.0,-2560.0
458,hanging a painting using vapor.,1.2857142857142858,16,1168.0,-2960.0,-1792.0
459,hanging a painting using vapor.,1.2857142857142858,17,229.0,-2384.0,-2160.0
460,hanging a painting using vapor.,1.2857142857142858,18,221.0,-3600.0,-3376.0
461,hanging a painting using vapor.,1.2857142857142858,19,-23.75,-3184.0,-3216.0
462,hanging a painting using vapor.,1.2857142857142858,20,404.0,-3136.0,-2736.0
463,hanging a painting using vapor.,1.2857142857142858,21,1784.0,-3440.0,-1656.0
464,hanging a painting using vapor.,1.2857142857142858,22,2384.0,-4384.0,-1984.0
465,hanging a painting using vapor.,1.2857142857142858,23,3552.0,-4672.0,-1144.0
466,hanging a painting using vapor.,1.2857142857142858,24,4832.0,-2272.0,2560.0
467,hanging a painting using vapor.,1.2857142857142858,25,8576.0,14144.0,22656.0
468,wearing shoes made of wood.,29.666666666666668,0,-3.140625,-8.1875,-11.3125
469,wearing shoes made of wood.,29.666666666666668,1,-9.375,-31.375,-40.75
470,wearing shoes made of wood.,29.666666666666668,2,-5.5625,-25.25,-30.75
471,wearing shoes made of wood.,29.666666666666668,3,13.9375,-66.5,-52.5
472,wearing shoes made of wood.,29.666666666666668,4,-37.25,-159.0,-196.0
473,wearing shoes made of wood.,29.666666666666668,5,-0.89453125,-126.5,-126.5
474,wearing shoes made of wood.,29.666666666666668,6,-127.0,-314.0,-440.0
475,wearing shoes made of wood.,29.666666666666668,7,-105.5,-764.0,-868.0
476,wearing shoes made of wood.,29.666666666666668,8,-142.0,-856.0,-996.0
477,wearing shoes made of wood.,29.666666666666668,9,-124.0,-736.0,-860.0
478,wearing shoes made of wood.,29.666666666666668,10,-30.0,-1280.0,-1312.0
479,wearing shoes made of wood.,29.666666666666668,11,-157.0,-2048.0,-2208.0
480,wearing shoes made of wood.,29.666666666666668,12,-360.0,-1824.0,-2176.0
481,wearing shoes made of wood.,29.666666666666668,13,46.25,-3040.0,-2992.0
482,wearing shoes made of wood.,29.666666666666668,14,119.5,-3072.0,-2960.0
483,wearing shoes made of wood.,29.666666666666668,15,-442.0,-4384.0,-4832.0
484,wearing shoes made of wood.,29.666666666666668,16,-256.0,-4480.0,-4736.0
485,wearing shoes made of wood.,29.666666666666668,17,-940.0,-4544.0,-5504.0
486,wearing shoes made of wood.,29.666666666666668,18,-824.0,-5888.0,-6720.0
487,wearing shoes made of wood.,29.666666666666668,19,-1208.0,-5440.0,-6624.0
488,wearing shoes made of wood.,29.666666666666668,20,-824.0,-5344.0,-6176.0
489,wearing shoes made of wood.,29.666666666666668,21,25.25,-6080.0,-6048.0
490,wearing shoes made of wood.,29.666666666666668,22,-88.0,-8032.0,-8128.0
491,wearing shoes made of wood.,29.666666666666668,23,656.0,-8768.0,-8128.0
492,wearing shoes made of wood.,29.666666666666668,24,868.0,-9600.0,-8704.0
493,wearing shoes made of wood.,29.666666666666668,25,-88.5,2064.0,1944.0
494,making a sandwich using bread.,98.73333333333333,0,-2.1875,-8.375,-10.5625
495,making a sandwich using bread.,98.73333333333333,1,-8.5,-31.0,-39.5
496,making a sandwich using bread.,98.73333333333333,2,-4.6875,-24.5,-29.125
497,making a sandwich using bread.,98.73333333333333,3,21.25,-58.25,-37.0
498,making a sandwich using bread.,98.73333333333333,4,-29.25,-146.0,-175.0
499,making a sandwich using bread.,98.73333333333333,5,36.5,-71.0,-34.25
500,making a sandwich using bread.,98.73333333333333,6,-86.5,-286.0,-372.0
501,making a sandwich using bread.,98.73333333333333,7,-109.5,-752.0,-860.0
502,making a sandwich using bread.,98.73333333333333,8,-217.0,-848.0,-1064.0
503,making a sandwich using bread.,98.73333333333333,9,-272.0,-820.0,-1088.0
504,making a sandwich using bread.,98.73333333333333,10,-158.0,-1336.0,-1496.0
505,making a sandwich using bread.,98.73333333333333,11,-450.0,-2128.0,-2576.0
506,making a sandwich using bread.,98.73333333333333,12,-692.0,-1896.0,-2592.0
507,making a sandwich using bread.,98.73333333333333,13,-434.0,-2832.0,-3264.0
508,making a sandwich using bread.,98.73333333333333,14,-286.0,-2800.0,-3088.0
509,making a sandwich using bread.,98.73333333333333,15,-1240.0,-4448.0,-5696.0
510,making a sandwich using bread.,98.73333333333333,16,-1200.0,-4608.0,-5824.0
511,making a sandwich using bread.,98.73333333333333,17,-1960.0,-4448.0,-6400.0
512,making a sandwich using bread.,98.73333333333333,18,-2320.0,-5824.0,-8160.0
513,making a sandwich using bread.,98.73333333333333,19,-2800.0,-5472.0,-8256.0
514,making a sandwich using bread.,98.73333333333333,20,-2416.0,-5440.0,-7872.0
515,making a sandwich using bread.,98.73333333333333,21,-1888.0,-6208.0,-8064.0
516,making a sandwich using bread.,98.73333333333333,22,-2096.0,-7872.0,-9984.0
517,making a sandwich using bread.,98.73333333333333,23,-1424.0,-8256.0,-9728.0
518,making a sandwich using bread.,98.73333333333333,24,-1368.0,-7680.0,-9024.0
519,making a sandwich using bread.,98.73333333333333,25,-772.0,5824.0,5024.0
520,carving a statue using a sock.,4.384615384615385,0,-3.390625,-9.375,-12.75
521,carving a statue using a sock.,4.384615384615385,1,-8.0625,-28.625,-36.75
522,carving a statue using a sock.,4.384615384615385,2,-2.109375,-25.375,-27.5
523,carving a statue using a sock.,4.384615384615385,3,17.375,-73.5,-56.0
524,carving a statue using a sock.,4.384615384615385,4,-31.0,-185.0,-217.0
525,carving a statue using a sock.,4.384615384615385,5,66.0,-86.5,-20.0
526,carving a statue using a sock.,4.384615384615385,6,-73.0,-340.0,-412.0
527,carving a statue using a sock.,4.384615384615385,7,-52.5,-988.0,-1040.0
528,carving a statue using a sock.,4.384615384615385,8,-100.0,-1008.0,-1104.0
529,carving a statue using a sock.,4.384615384615385,9,-63.5,-912.0,-976.0
530,carving a statue using a sock.,4.384615384615385,10,98.5,-1544.0,-1448.0
531,carving a statue using a sock.,4.384615384615385,11,284.0,-2416.0,-2128.0
532,carving a statue using a sock.,4.384615384615385,12,107.5,-2224.0,-2112.0
533,carving a statue using a sock.,4.384615384615385,13,668.0,-3712.0,-3040.0
534,carving a statue using a sock.,4.384615384615385,14,844.0,-3712.0,-2864.0
535,carving a statue using a sock.,4.384615384615385,15,0.451171875,-5600.0,-5600.0
536,carving a statue using a sock.,4.384615384615385,16,207.0,-6112.0,-5920.0
537,carving a statue using a sock.,4.384615384615385,17,-524.0,-5984.0,-6528.0
538,carving a statue using a sock.,4.384615384615385,18,-344.0,-7904.0,-8256.0
539,carving a statue using a sock.,4.384615384615385,19,-712.0,-7584.0,-8256.0
540,carving a statue using a sock.,4.384615384615385,20,-139.0,-7680.0,-7808.0
541,carving a statue using a sock.,4.384615384615385,21,1216.0,-8896.0,-7648.0
542,carving a statue using a sock.,4.384615384615385,22,1520.0,-10688.0,-9152.0
543,carving a statue using a sock.,4.384615384615385,23,2640.0,-11136.0,-8512.0
544,carving a statue using a sock.,4.384615384615385,24,3520.0,-11008.0,-7488.0
545,carving a statue using a sock.,4.384615384615385,25,4672.0,1872.0,6528.0
546,squeezing juice from a mumble.,3.3076923076923075,0,-2.125,-5.4375,-7.5625
547,squeezing juice from a mumble.,3.3076923076923075,1,-5.03125,-21.75,-26.75
548,squeezing juice from a mumble.,3.3076923076923075,2,-0.8671875,-15.875,-16.625
549,squeezing juice from a mumble.,3.3076923076923075,3,33.25,-17.875,15.25
550,squeezing juice from a mumble.,3.3076923076923075,4,-21.125,-90.0,-111.5
551,squeezing juice from a mumble.,3.3076923076923075,5,99.0,82.5,181.0
552,squeezing juice from a mumble.,3.3076923076923075,6,-26.75,-147.0,-174.0
553,squeezing juice from a mumble.,3.3076923076923075,7,16.0,-528.0,-508.0
554,squeezing juice from a mumble.,3.3076923076923075,8,-17.125,-500.0,-516.0
555,squeezing juice from a mumble.,3.3076923076923075,9,45.5,-338.0,-294.0
556,squeezing juice from a mumble.,3.3076923076923075,10,298.0,-692.0,-394.0
557,squeezing juice from a mumble.,3.3076923076923075,11,584.0,-1064.0,-472.0
558,squeezing juice from a mumble.,3.3076923076923075,12,470.0,-848.0,-376.0
559,squeezing juice from a mumble.,3.3076923076923075,13,1152.0,-1552.0,-402.0
560,squeezing juice from a mumble.,3.3076923076923075,14,1136.0,-1568.0,-430.0
561,squeezing juice from a mumble.,3.3076923076923075,15,616.0,-2496.0,-1880.0
562,squeezing juice from a mumble.,3.3076923076923075,16,872.0,-2672.0,-1816.0
563,squeezing juice from a mumble.,3.3076923076923075,17,202.0,-2640.0,-2448.0
564,squeezing juice from a mumble.,3.3076923076923075,18,294.0,-3728.0,-3440.0
565,squeezing juice from a mumble.,3.3076923076923075,19,21.625,-3344.0,-3312.0
566,squeezing juice from a mumble.,3.3076923076923075,20,640.0,-3200.0,-2560.0
567,squeezing juice from a mumble.,3.3076923076923075,21,2160.0,-3024.0,-864.0
568,squeezing juice from a mumble.,3.3076923076923075,22,2608.0,-4000.0,-1408.0
569,squeezing juice from a mumble.,3.3076923076923075,23,3888.0,-3888.0,-1.0390625
570,squeezing juice from a mumble.,3.3076923076923075,24,5152.0,-2128.0,3040.0
571,squeezing juice from a mumble.,3.3076923076923075,25,7968.0,17024.0,25088.0
572,climbing a tree using a rope.,84.44444444444444,0,-3.484375,-7.8125,-11.25
573,climbing a tree using a rope.,84.44444444444444,1,-8.125,-33.75,-42.0
574,climbing a tree using a rope.,84.44444444444444,2,-3.09375,-37.5,-40.75
575,climbing a tree using a rope.,84.44444444444444,3,-1.5703125,-91.0,-92.5
576,climbing a tree using a rope.,84.44444444444444,4,-52.25,-188.0,-241.0
577,climbing a tree using a rope.,84.44444444444444,5,-22.375,-184.0,-205.0
578,climbing a tree using a rope.,84.44444444444444,6,-170.0,-418.0,-588.0
579,climbing a tree using a rope.,84.44444444444444,7,-211.0,-948.0,-1152.0
580,climbing a tree using a rope.,84.44444444444444,8,-288.0,-1048.0,-1336.0
581,climbing a tree using a rope.,84.44444444444444,9,-336.0,-940.0,-1280.0
582,climbing a tree using a rope.,84.44444444444444,10,-219.0,-1472.0,-1696.0
583,climbing a tree using a rope.,84.44444444444444,11,-552.0,-2560.0,-3104.0
584,climbing a tree using a rope.,84.44444444444444,12,-756.0,-2288.0,-3040.0
585,climbing a tree using a rope.,84.44444444444444,13,-540.0,-3472.0,-4000.0
586,climbing a tree using a rope.,84.44444444444444,14,-492.0,-3392.0,-3888.0
587,climbing a tree using a rope.,84.44444444444444,15,-1288.0,-5088.0,-6400.0
588,climbing a tree using a rope.,84.44444444444444,16,-1272.0,-5152.0,-6432.0
589,climbing a tree using a rope.,84.44444444444444,17,-2064.0,-5024.0,-7104.0
590,climbing a tree using a rope.,84.44444444444444,18,-2304.0,-6304.0,-8576.0
591,climbing a tree using a rope.,84.44444444444444,19,-2832.0,-5824.0,-8640.0
592,climbing a tree using a rope.,84.44444444444444,20,-2592.0,-5632.0,-8256.0
593,climbing a tree using a rope.,84.44444444444444,21,-2304.0,-6016.0,-8320.0
594,climbing a tree using a rope.,84.44444444444444,22,-2720.0,-7520.0,-10240.0
595,climbing a tree using a rope.,84.44444444444444,23,-2176.0,-7872.0,-10048.0
596,climbing a tree using a rope.,84.44444444444444,24,-2112.0,-8096.0,-10176.0
597,climbing a tree using a rope.,84.44444444444444,25,-3456.0,5184.0,1728.0
598,shattering a window using a stone.,94.75,0,-2.265625,-7.25,-9.5
599,shattering a window using a stone.,94.75,1,-6.625,-18.125,-24.75
600,shattering a window using a stone.,94.75,2,-1.7109375,-11.375,-13.0625
601,shattering a window using a stone.,94.75,3,34.5,-57.25,-22.75
602,shattering a window using a stone.,94.75,4,-25.75,-185.0,-211.0
603,shattering a window using a stone.,94.75,5,64.5,-107.0,-42.5
604,shattering a window using a stone.,94.75,6,-89.5,-350.0,-438.0
605,shattering a window using a stone.,94.75,7,-94.0,-940.0,-1032.0
606,shattering a window using a stone.,94.75,8,-138.0,-1048.0,-1184.0
607,shattering a window using a stone.,94.75,9,-119.0,-848.0,-968.0
608,shattering a window using a stone.,94.75,10,-12.5,-1432.0,-1448.0
609,shattering a window using a stone.,94.75,11,-161.0,-2320.0,-2480.0
610,shattering a window using a stone.,94.75,12,-406.0,-2096.0,-2512.0
611,shattering a window using a stone.,94.75,13,-105.0,-3136.0,-3248.0
612,shattering a window using a stone.,94.75,14,19.875,-3104.0,-3088.0
613,shattering a window using a stone.,94.75,15,-676.0,-4832.0,-5536.0
