population,ID,AgeGroup,Age,Task Name,order-a3p8,display,Trial Number,Response,RT,Event,event_type,Triad No.,Domain,Event Type,RT.sd
children,3,age 9,9.430136986,Block B,ABC,Trial,26,0,796.8,eat a rainbow for dessert?,impossible,12,Conventional,Impossible,-0.7508676096887972
children,3,age 9,9.430136986,Block C,ABC,Trial,1,1,4399.5,turn an onion into onion juice?,improbable,9,Physics,Improbable,0.9996035615367164
children,3,age 9,9.430136986,Block C,ABC,Trial,2,1,1863,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,-0.23282492982074196
children,3,age 9,9.430136986,Block C,ABC,Trial,3,1,3849.8,steal a large rock?,improbable,14,Moral,Improbable,0.7325166537112897
children,3,age 9,9.430136986,Block C,ABC,Trial,4,0,1332.3,make their friend shrink?,impossible,15,Moral,Impossible,-0.49068016355360344
children,3,age 9,9.430136986,Block C,ABC,Trial,5,0,1320.8,stay awake for 5 years?,impossible,23,Biology,Impossible,-0.4962677557675245
children,3,age 9,9.430136986,Block C,ABC,Trial,6,1,1842.8,know the name of someone they just met?,ordinary,26,Other,Ordinary,-0.24263965701389026
children,3,age 9,9.430136986,Block C,ABC,Trial,7,0,1654.8,not eat for 10 days?,improbable,21,Biology,Improbable,-0.33398464277190415
children,3,age 9,9.430136986,Block C,ABC,Trial,8,0,1886.7,open a window with their feet?,improbable,3,Physics,Improbable,-0.22130963108422635
children,3,age 9,9.430136986,Block C,ABC,Trial,9,0,3394.6,find a unicorn in a closet?,impossible,13,Other,Impossible,0.5113451775567794
children,3,age 9,9.430136986,Block C,ABC,Trial,10,1,2856.9,eat a pickle for dessert?,improbable,12,Conventional,Improbable,0.2500888007371835
children,3,age 9,9.430136986,Block C,ABC,Trial,11,0,918.9,unlock a door with their mind?,impossible,5,Physics,Impossible,-0.69154195670447
children,3,age 9,9.430136986,Block C,ABC,Trial,12,0,2830.6,eat a planet?,impossible,19,Conventional,Impossible,0.23731022028273785
children,3,age 9,9.430136986,Block C,ABC,Trial,13,0,1424.1,ride an ogre?,impossible,11,Other,Impossible,-0.4460766013589988
children,3,age 9,9.430136986,Block C,ABC,Trial,14,1,3050.4,cut the line to go into the store?,improbable,16,Moral,Improbable,0.3441061132062031
children,3,age 9,9.430136986,Block C,ABC,Trial,15,0,1545.7,count all of the sand in the world?,impossible,6,Physics,Impossible,-0.3869938871665813
children,3,age 9,9.430136986,Block C,ABC,Trial,16,1,3127.4,make a house out of bricks?,ordinary,7,Physics,Ordinary,0.3815186871602832
children,3,age 9,9.430136986,Block C,ABC,Trial,17,1,1280.6,live for 60 years?,ordinary,22,Biology,Ordinary,-0.5158000346370573
children,3,age 9,9.430136986,Block C,ABC,Trial,19,0,2357.7,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,0.007538710894627409
children,3,age 9,9.430136986,Block C,ABC,Trial,20,0,2746,clean a cloud?,impossible,8,Physics,Impossible,0.19620497669163164
children,3,age 9,9.430136986,Block C,ABC,Trial,21,1,1606.4,move a marble with their hand?,ordinary,1,Physics,Ordinary,-0.35750111782875443
children,3,age 9,9.430136986,Block C,ABC,Trial,22,0,1341.8,have a lion as a pet?,improbable,10,Other,Improbable,-0.48606432650732084
children,3,age 9,9.430136986,Block C,ABC,Trial,23,1,1941.1,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,-0.1948778905244607
children,3,age 9,9.430136986,Block C,ABC,Trial,24,1,2659.1,walk through an open door?,ordinary,2,Physics,Ordinary,0.15398221465774117
children,3,age 9,9.430136986,Block C,ABC,Trial,25,1,1428.4,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,-0.4439873277485761
children,3,age 9,9.430136986,Block C,ABC,Trial,26,1,826.4,play with a toy?,ordinary,20,Conventional,Ordinary,-0.7364856332077481
children,4,age 9,9.276712329,Block A,BCA,Trial,1,0,940.3,magically appear into the store?,impossible,16,Moral,Impossible,-0.6811441764107388
children,4,age 9,9.276712329,Block A,BCA,Trial,2,0,2265.7,count all of the hairs on a dog?,improbable,6,Physics,Improbable,-0.03716202681674108
children,4,age 9,9.276712329,Block A,BCA,Trial,3,1,2911.7,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,0.27671489233047675
children,4,age 9,9.276712329,Block A,BCA,Trial,4,0,6033.3,have the moon as a pet?,impossible,10,Other,Impossible,1.7934303579805624
children,4,age 9,9.276712329,Block A,BCA,Trial,5,0,2742.7,wear shoes made out of stone?,improbable,17,Conventional,Improbable,0.19460158066502814
children,4,age 9,9.276712329,Block A,BCA,Trial,6,0,1587.9,play with magic?,impossible,20,Conventional,Impossible,-0.36648985312941007
children,4,age 9,9.276712329,Block A,BCA,Trial,7,1,1396,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,-0.45972976146431893
children,4,age 9,9.276712329,Block A,BCA,Trial,8,0,2715.3,stay awake for 5 days?,improbable,23,Biology,Improbable,0.18128853486838162
children,4,age 9,9.276712329,Block A,BCA,Trial,9,0,3170.5,eat a large rock?,impossible,14,Moral,Impossible,0.4024600110228917
children,4,age 9,9.276712329,Block A,BCA,Trial,10,0,4651.1,be born with 12 toes?,improbable,24,Biology,Improbable,1.121850361625633
children,4,age 9,9.276712329,Block A,BCA,Trial,11,0,1264.1,make a house out of gas?,impossible,7,Physics,Impossible,-0.5238170147700745
children,4,age 9,9.276712329,Block A,BCA,Trial,12,1,1156.7,make their friend smile?,ordinary,15,Moral,Ordinary,-0.5760002672722588
children,4,age 9,9.276712329,Block A,BCA,Trial,13,1,749.4,open a window with their hand?,ordinary,3,Physics,Ordinary,-0.7738982071618282
children,4,age 9,9.276712329,Block A,BCA,Trial,14,0,639.1,know the names of everyone in the world?,impossible,26,Other,Impossible,-0.8274905046570886
children,4,age 9,9.276712329,Block A,BCA,Trial,15,0,4498.7,paint polka dots on a plane?,improbable,4,Physics,Improbable,1.0478026178515831
children,4,age 9,9.276712329,Block A,BCA,Trial,16,1,1282.8,clean a road?,improbable,8,Physics,Improbable,-0.514731103952655
children,4,age 9,9.276712329,Block A,BCA,Trial,17,1,1651.2,ride a horse?,ordinary,11,Other,Ordinary,-0.3357338020736533
children,4,age 9,9.276712329,Block A,BCA,Trial,18,0,475.4,live for 1000 years?,impossible,22,Biology,Impossible,-0.9070286651282953
children,4,age 9,9.276712329,Block A,BCA,Trial,19,1,620.9,find a sweater in a closet?,ordinary,13,Other,Ordinary,-0.8363334766825984
children,4,age 9,9.276712329,Block A,BCA,Trial,20,1,522.2,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,-0.8842895942055556
children,4,age 9,9.276712329,Block A,BCA,Trial,21,1,1411.3,eat an insect?,improbable,19,Conventional,Improbable,-0.45229583443188487
children,4,age 9,9.276712329,Block A,BCA,Trial,22,0,927.4,move a marble with their mind?,impossible,1,Physics,Impossible,-0.6874119972420066
children,4,age 9,9.276712329,Block A,BCA,Trial,23,1,1065.4,not eat for 1 hour?,ordinary,21,Biology,Ordinary,-0.6203608906749539
children,4,age 9,9.276712329,Block A,BCA,Trial,24,1,4017.3,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,0.8139011490010095
children,4,age 9,9.276712329,Block A,BCA,Trial,25,0,5291.9,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,1.4332007173369905
children,4,age 9,9.276712329,Block A,BCA,Trial,26,0,2978.7,walk through a hot fire?,improbable,2,Physics,Improbable,0.3092686904463647
children,4,age 9,9.276712329,Block B,BCA,Trial,1,1,1226.7,stay awake for 5 hours?,ordinary,23,Biology,Ordinary,-0.5419888364049134
children,4,age 9,9.276712329,Block B,BCA,Trial,2,0,2193.2,open a window with their breath?,impossible,3,Physics,Impossible,-0.07238815164363471
children,4,age 9,9.276712329,Block B,BCA,Trial,3,0,699.4,eat a rainbow for dessert?,impossible,12,Conventional,Impossible,-0.7981920863527894
children,4,age 9,9.276712329,Block B,BCA,Trial,4,1,3669.8,buy a large rock?,ordinary,14,Moral,Ordinary,0.6450586886238296
children,4,age 9,9.276712329,Block B,BCA,Trial,5,1,941.9,count all of the students in a room?,ordinary,6,Physics,Ordinary,-0.6803667722766279
children,4,age 9,9.276712329,Block B,BCA,Trial,6,0,2026.2,make a house out of grass?,improbable,7,Physics,Improbable,-0.1535297081414448
children,4,age 9,9.276712329,Block B,BCA,Trial,7,1,4733.4,move a marble with their breath?,improbable,1,Physics,Improbable,1.1618380867739546
children,4,age 9,9.276712329,Block B,BCA,Trial,8,0,1088,turn an onion into apple juice?,impossible,9,Physics,Impossible,-0.6093800572806395
children,4,age 9,9.276712329,Block B,BCA,Trial,9,0,2618,shake someone's hand with their mind?,impossible,18,Conventional,Impossible,0.13401264596277115
children,4,age 9,9.276712329,Block B,BCA,Trial,10,1,744.5,have a cat as a pet?,ordinary,10,Other,Ordinary,-0.7762790073225425
children,4,age 9,9.276712329,Block B,BCA,Trial,11,1,2639.6,wait in line to go into the store?,ordinary,16,Moral,Ordinary,0.14450760177326633
children,4,age 9,9.276712329,Block B,BCA,Trial,12,0,1303.1,walk through a brick wall?,impossible,2,Physics,Impossible,-0.5048677890011247
children,4,age 9,9.276712329,Block B,BCA,Trial,13,0,1530.5,find a monkey in a closet?,improbable,13,Other,Improbable,-0.3943792264406335
children,4,age 9,9.276712329,Block B,BCA,Trial,14,0,1850.5,paint polka dots on a cloud?,impossible,4,Physics,Impossible,-0.23889839961848222
children,4,age 9,9.276712329,Block B,BCA,Trial,15,0,2107.5,wear shoes made out of light?,impossible,17,Conventional,Impossible,-0.11402786057694202
children,4,age 9,9.276712329,Block B,BCA,Trial,16,0,1833.4,live for 110 years?,improbable,22,Biology,Improbable,-0.2472069063017909
children,4,age 9,9.276712329,Block B,BCA,Trial,17,1,900,clean a car?,ordinary,8,Physics,Ordinary,-0.7007250430386534
children,4,age 9,9.276712329,Block B,BCA,Trial,18,0,1057.5,eat a whole whale for dinner?,impossible,25,Biology,Impossible,-0.6241993235871258
children,4,age 9,9.276712329,Block B,BCA,Trial,19,1,1307.7,make their friend cry?,improbable,15,Moral,Improbable,-0.5026327521155562
children,4,age 9,9.276712329,Block B,BCA,Trial,20,1,1755.9,ride a cow?,improbable,11,Other,Improbable,-0.28486241904778065
children,4,age 9,9.276712329,Block B,BCA,Trial,21,1,1179.9,be born with 2 feet?,ordinary,24,Biology,Ordinary,-0.5647279073276529
children,4,age 9,9.276712329,Block B,BCA,Trial,22,1,942.7,eat a lollipop?,ordinary,19,Conventional,Ordinary,-0.6799780702095726
children,4,age 9,9.276712329,Block B,BCA,Trial,23,0,1095.1,play with a wolf?,improbable,20,Conventional,Improbable,-0.605930326435523
children,4,age 9,9.276712329,Block B,BCA,Trial,24,1,4884.1,know the names of everyone they ever met?,improbable,26,Other,Improbable,1.2350598386555118
children,4,age 9,9.276712329,Block B,BCA,Trial,25,0,4301.7,not eat for 100 days?,impossible,21,Biology,Impossible,0.9520847338391962
children,4,age 9,9.276712329,Block B,BCA,Trial,26,1,1496.2,unlock a door with a toothpick?,improbable,5,Physics,Improbable,-0.4110448275656328
children,4,age 9,9.276712329,Block C,BCA,Trial,1,0,3064.2,have a lion as a pet?,improbable,10,Other,Improbable,0.3508112238629082
children,4,age 9,9.276712329,Block C,BCA,Trial,2,1,2206.1,open a window with their feet?,improbable,3,Physics,Improbable,-0.0661203308123667
children,4,age 9,9.276712329,Block C,BCA,Trial,3,0,789.3,unlock a door with their mind?,impossible,5,Physics,Impossible,-0.7545116915674414
children,4,age 9,9.276712329,Block C,BCA,Trial,4,0,1994.4,eat a planet?,impossible,19,Conventional,Impossible,-0.16898061530689604
children,4,age 9,9.276712329,Block C,BCA,Trial,5,1,2244.3,paint polka dots on a wall?,ordinary,4,Physics,Ordinary,-0.047559807110472266
children,4,age 9,9.276712329,Block C,BCA,Trial,6,0,3506.2,count all of the sand in the world?,impossible,6,Physics,Impossible,0.5655691159110047
children,4,age 9,9.276712329,Block C,BCA,Trial,7,1,895.5,wear shoes made out of leather?,ordinary,17,Conventional,Ordinary,-0.7029114921658399
children,4,age 9,9.276712329,Block C,BCA,Trial,8,0,2502.5,make their friend shrink?,impossible,15,Moral,Impossible,0.07789378503165094
children,4,age 9,9.276712329,Block C,BCA,Trial,9,1,840.8,make a house out of bricks?,ordinary,7,Physics,Ordinary,-0.7294889960007513
children,4,age 9,9.276712329,Block C,BCA,Trial,10,0,1518.2,clean a cloud?,impossible,8,Physics,Impossible,-0.4003555207216099
children,4,age 9,9.276712329,Block C,BCA,Trial,11,0,1202.1,be born with 2 wings?,impossible,24,Biology,Impossible,-0.5539414249668663
children,4,age 9,9.276712329,Block C,BCA,Trial,12,1,1188.2,eat a pickle for dessert?,improbable,12,Conventional,Improbable,-0.5606951233819534
children,4,age 9,9.276712329,Block C,BCA,Trial,13,1,1637.4,know the name of someone they just met?,ordinary,26,Other,Ordinary,-0.34243891273035854
children,4,age 9,9.276712329,Block C,BCA,Trial,14,1,918.9,not eat for 10 days?,improbable,21,Biology,Improbable,-0.69154195670447
children,4,age 9,9.276712329,Block C,BCA,Trial,15,0,1481,ride an ogre?,impossible,11,Other,Impossible,-0.418430166839685
children,4,age 9,9.276712329,Block C,BCA,Trial,16,0,1477.9,turn an onion into onion juice?,improbable,9,Physics,Improbable,-0.41993638734952454
children,4,age 9,9.276712329,Block C,BCA,Trial,17,0,1253.8,eat a whole turkey for dinner?,improbable,25,Biology,Improbable,-0.5288215538834125
children,4,age 9,9.276712329,Block C,BCA,Trial,18,1,1805.5,move a marble with their hand?,ordinary,1,Physics,Ordinary,-0.26076289089034727
children,4,age 9,9.276712329,Block C,BCA,Trial,19,1,1178.5,play with a toy?,ordinary,20,Conventional,Ordinary,-0.5654081359449998
children,4,age 9,9.276712329,Block C,BCA,Trial,20,0,1886.9,stay awake for 5 years?,impossible,23,Biology,Impossible,-0.2212124555674625
children,4,age 9,9.276712329,Block C,BCA,Trial,21,1,1783.1,walk through an open door?,ordinary,2,Physics,Ordinary,-0.2716465487678979
children,4,age 9,9.276712329,Block C,BCA,Trial,22,0,866.2,find a unicorn in a closet?,impossible,13,Other,Impossible,-0.7171477053717431
children,4,age 9,9.276712329,Block C,BCA,Trial,23,1,1818.3,steal a large rock?,improbable,14,Moral,Improbable,-0.25454365781746124
children,4,age 9,9.276712329,Block C,BCA,Trial,24,1,952.2,shake someone's hand with their hand?,ordinary,18,Conventional,Ordinary,-0.6753622331632899
children,4,age 9,9.276712329,Block C,BCA,Trial,25,1,1104.9,live for 60 years?,ordinary,22,Biology,Ordinary,-0.6011687261140946
children,4,age 9,9.276712329,Block C,BCA,Trial,26,1,5626.3,cut the line to go into the store?,improbable,16,Moral,Improbable,1.5956781813661387
children,5,age 7,7.030136986,Block A,BCA,Trial,1,0,1142.3,eat an insect?,improbable,19,Conventional,Improbable,-0.7607104543402842
children,5,age 7,7.030136986,Block A,BCA,Trial,2,0,1117.4,have the moon as a pet?,impossible,10,Other,Impossible,-0.7737348264397457
children,5,age 7,7.030136986,Block A,BCA,Trial,3,0,1286.3,make a house out of gas?,impossible,7,Physics,Impossible,-0.6853887843674945
children,5,age 7,7.030136986,Block A,BCA,Trial,4,0,1892.7,magically appear into the store?,impossible,16,Moral,Impossible,-0.36820086303763583
children,5,age 7,7.030136986,Block A,BCA,Trial,5,1,1961.7,find a sweater in a closet?,ordinary,13,Other,Ordinary,-0.33210922950900745
children,5,age 7,7.030136986,Block A,BCA,Trial,6,1,1668.7,ride a horse?,ordinary,11,Other,Ordinary,-0.4853679052175308
children,5,age 7,7.030136986,Block A,BCA,Trial,7,0,2478,be born with 12 toes?,improbable,24,Biology,Improbable,-0.062049658627401263
children,5,age 7,7.030136986,Block A,BCA,Trial,8,0,1758.9,eat a large rock?,impossible,14,Moral,Impossible,-0.43818724805401954
children,5,age 7,7.030136986,Block A,BCA,Trial,9,0,2329.6,walk through a hot fire?,improbable,2,Physics,Improbable,-0.13967282407158174
children,5,age 7,7.030136986,Block A,BCA,Trial,10,0,1819.4,move a marble with their mind?,impossible,1,Physics,Impossible,-0.4065416853223961
children,5,age 7,7.030136986,Block A,BCA,Trial,11,1,2304,open a window with their hand?,ordinary,3,Physics,Ordinary,-0.15306334317785542
children,5,age 7,7.030136986,Block A,BCA,Trial,12,1,2271.5,paint polka dots on a plane?,improbable,4,Physics,Improbable,-0.17006302563699197
children,5,age 7,7.030136986,Block A,BCA,Trial,13,1,2019.5,make their friend smile?,ordinary,15,Moral,Ordinary,-0.30187594808937385
children,5,age 7,7.030136986,Block A,BCA,Trial,14,0,1129.2,live for 1000 years?,impossible,22,Biology,Impossible,-0.7675626340391976
children,5,age 7,7.030136986,Block A,BCA,Trial,15,1,4118.3,clean a road?,improbable,8,Physics,Improbable,0.7959373917640353
children,5,age 7,7.030136986,Block A,BCA,Trial,16,0,1382,count all of the hairs on a dog?,improbable,6,Physics,Improbable,-0.6353312578647446
children,5,age 7,7.030136986,Block A,BCA,Trial,17,0,1925.4,play with magic?,impossible,20,Conventional,Impossible,-0.3510965671479815
children,5,age 7,7.030136986,Block A,BCA,Trial,18,0,3165.2,know the names of everyone in the world?,impossible,26,Other,Impossible,0.2974020886316337
children,5,age 7,7.030136986,Block A,BCA,Trial,19,1,1602.1,turn an onion into onion slices?,ordinary,9,Physics,Ordinary,-0.5202041775799461
children,5,age 7,7.030136986,Block A,BCA,Trial,20,0,2845.1,shake someone's hand with their mouth?,improbable,18,Conventional,Improbable,0.1299682930879534
children,5,age 7,7.030136986,Block A,BCA,Trial,21,0,3943.9,wear shoes made out of stone?,improbable,17,Conventional,Improbable,0.7047144803525456
children,5,age 7,7.030136986,Block A,BCA,Trial,22,1,1692.5,eat a brownie for dessert?,ordinary,12,Conventional,Ordinary,-0.472918906985917
children,5,age 7,7.030136986,Block A,BCA,Trial,23,1,1708,unlock a door with a doorkey?,ordinary,5,Physics,Ordinary,-0.4648113661207903
children,5,age 7,7.030136986,Block A,BCA,Trial,24,1,6914.9,not eat for 1 hour?,ordinary,21,Biology,Ordinary,2.2587469906939206
children,5,age 7,7.030136986,Block A,BCA,Trial,25,1,4877.9,eat a whole sandwich for dinner?,ordinary,25,Biology,Ordinary,1.1932592008705005
children,5,age 7,7.030136986,Block A,BCA,Trial,26,0,1985.9,stay awake for 5 days?,improbable,23,Biology,Improbable,-0.31945100441635804
children,5,age 7,7.030136986,Block B,BCA,Trial,1,1,1876.5,walk through a brick wall?,impossible,2,Physics,Impossible,-0.3766745509095747
children,5,age 7,7.030136986,Block B,BCA,Trial,2,1,3480,wait in line to go into the store?,ordinary,16,Moral,Ordinary,0.46206362826659336
