,stimulus,rating,layers,improbable_impossible,impossible_inconceivable
446,There is a Greek severity.,0.2727272727272727,12,370.0,-912.0
447,There is a Greek staircase.,1.1666666666666667,12,197.0,-1136.0
448,There is a Greek stimulus.,-1.7272727272727273,12,456.0,-502.0
449,There is a Greek storyline.,1.7777777777777777,12,227.0,-872.0
450,There is a Greek workload.,-0.875,12,358.0,-584.0
451,There is an Indian abortion.,0.2,12,378.0,-928.0
452,There is an Indian decay.,-0.5,12,456.0,-804.0
453,There is an Indian fantasy.,2.1,12,470.0,-708.0
454,There is an Indian favor.,0.125,12,356.0,-536.0
455,There is an Indian favour.,-1.5833333333333333,12,398.0,-502.0
456,There is an Indian firearm.,1.5,12,217.0,-948.0
457,There is an Indian hell.,-0.1,12,368.0,-1072.0
458,There is an Indian landfill.,1.3529411764705883,12,139.0,-1056.0
459,There is an Indian litigation.,-0.5,12,121.5,-616.0
460,There is an Indian morality.,0.9166666666666666,12,462.0,-832.0
461,There is an Indian newsletter.,2.230769230769231,12,134.0,-880.0
462,There is an Indian particular.,-1.5555555555555556,12,308.0,-386.0
463,There is an Indian plaque.,0.125,12,140.0,-872.0
464,There is an Indian platinum.,-0.1818181818181818,12,524.0,-608.0
465,There is an Indian proposition.,-0.1052631578947368,12,268.0,-648.0
466,There is an Indian ram.,-0.125,12,312.0,-1056.0
467,There is an Indian regard.,-0.7272727272727273,12,330.0,-380.0
468,There is an Indian rowing.,-0.1428571428571428,12,340.0,-700.0
469,There is an Indian ski.,-1.25,12,520.0,-864.0
470,There is an Indian telescope.,1.0769230769230769,12,224.0,-1032.0
471,There is an Indian verdict.,-0.6666666666666666,12,215.0,-560.0
472,There is an Indian viewing.,-1.1,12,400.0,-300.0
473,There is an Iraqi anniversary.,0.5263157894736842,12,249.0,-808.0
474,There is an Iraqi astronomer.,2.3,12,123.5,-1112.0
475,There is an Iraqi awareness.,-0.1111111111111111,12,412.0,-540.0
476,There is an Iraqi boyfriend.,2.3,12,71.0,-956.0
477,There is an Iraqi bracket.,-1.8235294117647056,12,322.0,-652.0
478,There is an Iraqi bull.,1.0714285714285714,12,434.0,-1208.0
479,There is an Iraqi daughter.,2.111111111111111,12,83.0,-820.0
480,There is an Iraqi dismissal.,0.875,12,245.0,-576.0
481,There is an Iraqi download.,-2.6153846153846154,12,196.0,-186.0
482,There is an Iraqi exclusion.,0.119047619047619,12,470.0,-612.0
483,There is an Iraqi extension.,-1.3636363636363635,12,296.0,-876.0
484,There is an Iraqi fairy.,-0.3333333333333333,12,420.0,-1056.0
485,There is an Iraqi guideline.,0.8888888888888888,12,300.0,-616.0
486,There is an Iraqi hit.,0.8181818181818182,12,428.0,-652.0
487,There is an Iraqi hull.,-0.8888888888888888,12,237.0,-960.0
488,There is an Iraqi identifier.,0.7272727272727273,12,270.0,-512.0
489,There is an Iraqi jury.,1.4,12,312.0,-904.0
490,There is an Iraqi landowner.,1.8888888888888888,12,35.5,-1176.0
491,There is an Iraqi memorial.,2.375,12,210.0,-1004.0
492,There is an Iraqi organ.,-1.5454545454545454,12,476.0,-800.0
493,There is an Iraqi pepper.,-0.3170731707317073,12,253.0,-1392.0
494,There is an Iraqi perfection.,-0.9166666666666666,12,472.0,-848.0
495,There is an Iraqi pest.,-0.4545454545454545,12,318.0,-1012.0
496,There is an Iraqi potato.,-0.0952380952380952,12,398.0,-1448.0
497,There is an Iraqi pound.,-0.4166666666666667,12,249.0,-1136.0
498,There is an Iraqi race.,1.3333333333333333,12,268.0,-896.0
499,There is an Iraqi reading.,-0.5555555555555556,12,362.0,-442.0
500,There is an Iraqi refreshment.,0.2307692307692307,12,392.0,-704.0
501,There is an Iraqi rider.,0.875,12,145.0,-952.0
502,There is an Iraqi rugby.,1.75,12,374.0,-860.0
503,There is an Iraqi search.,0.4545454545454545,12,356.0,-480.0
504,There is an Iraqi shift.,-0.3636363636363636,12,442.0,-720.0
505,There is an Iraqi simplicity.,-1.4,12,270.0,-968.0
506,There is an Iraqi simulation.,0.3,12,270.0,-768.0
507,There is an Iraqi sociology.,1.8,12,536.0,-880.0
508,There is an Iraqi spelling.,0.3636363636363636,12,314.0,-872.0
509,There is an Iraqi spin.,-0.8333333333333334,12,374.0,-704.0
510,There is an Iraqi spiral.,-1.5,12,498.0,-772.0
511,There is an Iraqi steel.,1.4,12,588.0,-672.0
512,There is an Iraqi suite.,-0.1538461538461538,12,249.0,-1040.0
513,There is an Iraqi sum.,-1.5833333333333333,12,253.0,-672.0
514,There is an Iraqi switch.,-0.8333333333333334,12,444.0,-544.0
515,There is an Iraqi sword.,0.5384615384615384,12,129.0,-1120.0
516,There is an Iraqi terrain.,2.6666666666666665,12,430.0,-620.0
517,There is an Iraqi tolerance.,0.0,12,444.0,-728.0
518,There is an Iraqi warranty.,-1.7692307692307692,12,338.0,-820.0
519,There is an Iraqi wildlife.,1.3333333333333333,12,444.0,-696.0
520,There is an Irish DNA.,2.4705882352941178,12,588.0,-892.0
521,There is an Irish accessibility.,0.4166666666666667,12,596.0,-820.0
522,There is an Irish bonus.,0.4545454545454545,12,352.0,-552.0
523,There is an Irish bureaucracy.,2.111111111111111,12,314.0,-796.0
524,There is an Irish cab.,1.8461538461538465,12,362.0,-848.0
525,There is an Irish combat.,1.2222222222222223,12,470.0,-544.0
526,There is an Irish cult.,2.090909090909091,12,448.0,-720.0
527,There is an Irish disk.,0.2,12,326.0,-932.0
528,There is an Irish kilometre.,-1.7692307692307692,12,502.0,-960.0
529,There is an Irish lender.,1.0666666666666669,12,137.0,-760.0
530,There is an Irish licensing.,0.8181818181818182,12,248.0,-298.0
531,There is an Irish midnight.,-0.6428571428571429,12,620.0,-936.0
532,There is an Irish nucleus.,-1.6,12,286.0,-1024.0
533,There is an Irish pond.,1.5263157894736843,12,316.0,-1048.0
534,There is an Irish praise.,-0.3,12,412.0,-628.0
535,There is an Irish quotation.,0.6923076923076923,12,176.0,-840.0
536,There is an Irish rabbit.,2.333333333333333,12,378.0,-1216.0
537,There is an Irish rape.,-1.2,12,560.0,-528.0
538,There is an Irish remit.,-1.2941176470588236,12,378.0,-588.0
539,There is an Irish shade.,-1.1428571428571428,12,412.0,-612.0
540,There is an Islamic Internet.,0.6,12,588.0,-1064.0
541,There is an Islamic absorption.,0.0,12,540.0,-624.0
542,There is an Islamic alphabet.,2.1818181818181817,12,278.0,-1144.0
543,There is an Islamic autobiography.,1.4,12,190.0,-780.0
544,There is an Islamic bundle.,-2.1,12,177.0,-836.0
545,There is an Islamic contamination.,0.3,12,356.0,-864.0
546,There is an Islamic controller.,0.3571428571428571,12,258.0,-904.0
547,There is an Islamic copy.,-0.4878048780487805,12,284.0,-864.0
548,There is an Islamic creator.,0.8571428571428571,12,452.0,-1024.0
549,There is an Islamic demon.,-0.6923076923076923,12,428.0,-956.0
550,There is an Islamic diameter.,-2.9166666666666665,12,484.0,-600.0
551,There is an Islamic disciple.,2.0,12,115.5,-716.0
552,There is an Islamic disposal.,0.0909090909090909,12,330.0,-652.0
553,There is an Islamic dispute.,1.2727272727272727,12,157.0,-668.0
554,There is an Islamic dock.,-1.3888888888888888,12,152.0,-1200.0
555,There is an Islamic downtown.,-1.0,12,386.0,-992.0
556,There is an Islamic glance.,-1.6428571428571428,12,205.0,-900.0
557,There is an Islamic hormone.,-2.375,12,564.0,-776.0
558,There is an Islamic lab.,0.7777777777777778,12,197.0,-964.0
559,There is an Islamic luggage.,-0.625,12,444.0,-884.0
560,There is an Islamic missile.,1.818181818181818,12,336.0,-1072.0
561,There is an Islamic motor.,0.375,12,478.0,-712.0
562,There is an Islamic passing.,-0.6923076923076923,12,474.0,-350.0
563,There is an Islamic plasma.,-2.7,12,556.0,-616.0
564,There is an Islamic removal.,1.1111111111111112,12,464.0,-468.0
565,There is an Islamic spreadsheet.,-1.1111111111111112,12,322.0,-1072.0
566,There is an Islamic squash.,-1.5833333333333333,12,504.0,-972.0
567,There is an Islamic stem.,0.1666666666666666,12,472.0,-390.0
568,There is an Islamic suspicion.,0.25,12,288.0,-516.0
569,There is an Islamic synopsis.,0.3333333333333333,12,243.0,-520.0
570,There is an Islamic tournament.,0.7142857142857143,12,103.0,-1048.0
571,There is an Islamic widow.,1.7857142857142858,12,89.5,-1160.0
572,There is an Israeli advancement.,0.6666666666666666,12,258.0,-724.0
573,There is an Israeli arrival.,0.9285714285714286,12,318.0,-752.0
574,There is an Israeli atom.,-0.5555555555555556,12,628.0,-872.0
575,There is an Israeli batch.,-0.3,12,286.0,-904.0
576,There is an Israeli boiler.,-1.6666666666666667,12,320.0,-1064.0
577,There is an Israeli castle.,2.9,12,201.0,-1152.0
578,There is an Israeli detective.,2.6,12,102.0,-884.0
579,There is an Israeli discipline.,0.9285714285714286,12,330.0,-560.0
580,There is an Israeli diving.,-1.2727272727272727,12,340.0,-516.0
581,There is an Israeli employability.,-0.6923076923076923,12,460.0,-488.0
582,There is an Israeli frequency.,-2.142857142857143,12,510.0,-484.0
583,There is an Israeli globe.,-1.6,12,392.0,-1248.0
584,There is an Israeli gravel.,0.9090909090909092,12,474.0,-732.0
585,There is an Israeli hockey.,-0.1818181818181818,12,434.0,-740.0
586,There is an Israeli inside.,-1.0909090909090908,12,516.0,-748.0
587,There is an Israeli leak.,0.375,12,294.0,-800.0
588,There is an Israeli leap.,-1.3,12,464.0,-548.0
589,There is an Israeli mall.,1.7777777777777777,12,200.0,-980.0
590,There is an Israeli midwife.,2.230769230769231,12,101.5,-1012.0
591,There is an Israeli object.,1.5,12,280.0,-628.0
592,There is an Israeli offering.,1.1111111111111112,12,292.0,-800.0
593,There is an Israeli packaging.,0.0,12,364.0,-624.0
594,There is an Israeli parking.,-0.5384615384615384,12,308.0,-900.0
595,There is an Israeli passing.,-0.6666666666666666,12,354.0,-430.0
596,There is an Israeli planet.,-2.111111111111111,12,532.0,-1020.0
597,There is an Israeli receptor.,-0.75,12,284.0,-748.0
598,There is an Israeli rep.,-0.6363636363636364,12,183.0,-632.0
599,There is an Israeli retrieval.,0.1,12,410.0,-512.0
600,There is an Israeli scratch.,-2.090909090909091,12,498.0,-580.0
601,There is an Israeli scrutiny.,0.375,12,352.0,-452.0
602,There is an Israeli sensor.,0.1111111111111111,12,247.0,-1056.0
603,There is an Israeli sequel.,0.3,12,364.0,-824.0
604,There is an Israeli skill.,0.375,12,354.0,-576.0
605,There is an Israeli spiral.,-0.8181818181818182,12,564.0,-716.0
606,There is an Israeli stick.,-0.75,12,442.0,-1040.0
607,There is an Israeli suit.,1.0,12,231.0,-668.0
608,There is an Israeli tape.,-0.1875,12,258.0,-864.0
609,There is an Israeli testing.,0.625,12,400.0,-420.0
610,There is an Israeli texture.,-0.9333333333333332,12,412.0,-612.0
611,There is an Israeli valuation.,-0.75,12,412.0,-416.0
612,There is an Italian Christianity.,0.4615384615384615,12,560.0,-944.0
613,There is an Italian advantage.,1.2727272727272727,12,253.0,-668.0
614,There is an Italian arthritis.,-2.5454545454545454,12,352.0,-896.0
615,There is an Italian assertion.,-0.3,12,256.0,-728.0
616,There is an Italian axe.,0.8333333333333334,12,282.0,-1216.0
617,There is an Italian batsman.,1.0,12,83.5,-1004.0
618,There is an Italian bone.,0.1818181818181818,12,430.0,-900.0
619,There is an Italian capsule.,-0.2727272727272727,12,336.0,-760.0
620,There is an Italian clue.,0.8,12,245.0,-980.0
621,There is an Italian completion.,-1.7777777777777777,12,316.0,-712.0
622,There is an Italian diving.,0.1538461538461538,12,442.0,-552.0
623,There is an Italian heat.,0.25,12,560.0,-760.0
624,There is an Italian implication.,0.2,12,312.0,-660.0
625,There is an Italian induction.,-0.625,12,404.0,-486.0
626,There is an Italian insulation.,-1.2727272727272727,12,280.0,-1112.0
627,There is an Italian insulin.,-2.272727272727273,12,352.0,-1456.0
628,There is an Italian isolation.,-1.3,12,516.0,-696.0
629,There is an Italian million.,-1.1111111111111112,12,374.0,-676.0
630,There is an Italian outcome.,0.2,12,362.0,-596.0
631,There is an Italian phase.,1.7,12,320.0,-414.0
632,There is an Italian reasoning.,1.3636363636363635,12,348.0,-576.0
633,There is an Italian storage.,0.5333333333333333,12,362.0,-628.0
634,There is an Italian substrate.,-0.0714285714285714,12,241.0,-916.0
635,There is a Japanese NHS.,-0.4444444444444444,12,520.0,-1296.0
636,There is a Japanese autonomy.,1.0,12,462.0,-516.0
637,There is a Japanese basement.,1.3076923076923077,12,342.0,-988.0
638,There is a Japanese benchmark.,0.9,12,394.0,-648.0
639,There is a Japanese broadband.,1.8888888888888888,12,230.0,-896.0
640,There is a Japanese cannabis.,2.0,12,372.0,-1328.0
641,There is a Japanese commencement.,0.9285714285714286,12,332.0,-664.0
642,There is a Japanese discretion.,0.1428571428571428,12,414.0,-692.0
643,There is a Japanese dismissal.,-1.0,12,294.0,-656.0
644,There is a Japanese injection.,0.3125,12,366.0,-864.0
645,There is a Japanese kernel.,-1.3,12,286.0,-780.0
646,There is a Japanese meantime.,-1.7272727272727273,12,298.0,-628.0
647,There is a Japanese metadata.,1.0,12,206.0,-101.5
648,There is a Japanese mud.,0.75,12,454.0,-1128.0
649,There is a Japanese profit.,1.2307692307692308,12,448.0,-474.0
650,There is a Japanese semester.,-0.3571428571428571,12,204.0,-896.0
651,There is a Japanese sin.,-0.25,12,494.0,-648.0
652,There is a Japanese uprising.,2.9,12,416.0,-1012.0
653,There is a Japanese woodland.,2.210526315789474,12,266.0,-1072.0
654,There is a Jewish batsman.,-0.7692307692307693,12,154.0,-984.0
655,There is a Jewish bid.,0.0909090909090909,12,392.0,-552.0
656,There is a Jewish bombing.,0.5,12,420.0,-876.0
657,There is a Jewish byte.,-2.4166666666666665,12,506.0,-478.0
658,There is a Jewish calculator.,-0.5454545454545454,12,280.0,-1288.0
659,There is a Jewish casino.,0.7777777777777778,12,294.0,-1464.0
660,There is a Jewish certainty.,-0.75,12,380.0,-592.0
661,There is a Jewish checking.,-2.0,12,464.0,-524.0
662,There is a Jewish cheer.,-0.9285714285714286,12,390.0,-502.0
663,There is a Jewish curiosity.,0.9166666666666666,12,344.0,-498.0
664,There is a Jewish debit.,-0.7,12,636.0,-466.0
665,There is a Jewish diamond.,0.7777777777777778,12,524.0,-1000.0
666,There is a Jewish disposal.,-0.8888888888888888,12,380.0,-768.0
667,There is a Jewish evaluation.,0.3846153846153846,12,366.0,-426.0
668,There is a Jewish fault.,-1.125,12,426.0,-486.0
669,There is a Jewish firing.,-2.333333333333333,12,500.0,-744.0
670,There is a Jewish globe.,-1.8888888888888888,12,552.0,-836.0
671,There is a Jewish grade.,-0.6363636363636364,12,552.0,-548.0
672,There is a Jewish hardware.,-1.0,12,458.0,-732.0
673,There is a Jewish interval.,-1.0,12,470.0,-584.0
674,There is a Jewish laboratory.,1.6,12,354.0,-908.0
675,There is a Jewish mansion.,0.7142857142857143,12,197.0,-1012.0
676,There is a Jewish mercy.,0.4444444444444444,12,544.0,-832.0
677,There is a Jewish pass.,-0.3,12,500.0,-748.0
678,There is a Jewish percussion.,-0.5,12,520.0,-844.0
679,There is a Jewish photograph.,1.5,12,222.0,-732.0
680,There is a Jewish rear.,-1.6,12,616.0,-684.0
681,There is a Jewish scanner.,-2.0,12,424.0,-1064.0
682,There is a Jewish scenario.,0.4,12,264.0,-632.0
683,There is a Jewish screening.,-1.0,12,264.0,-844.0
684,There is a Jewish shade.,-1.25,12,468.0,-640.0
685,There is a Jewish snack.,0.9230769230769232,12,264.0,-880.0
686,There is a Jewish studio.,1.0833333333333333,12,241.0,-884.0
687,There is a Jewish test.,0.2,12,428.0,-680.0
688,There is a Jewish tip.,0.5,12,360.0,-764.0
689,There is a Jewish trout.,-2.272727272727273,12,580.0,-1272.0
690,There is a Jewish validity.,-0.0555555555555555,12,344.0,-640.0
691,There is a Jewish velocity.,-2.083333333333333,12,608.0,-664.0
692,There is a Jewish volcano.,-1.8461538461538465,12,532.0,-1024.0
693,There is a Korean amendment.,1.0,12,284.0,-724.0
694,There is a Korean barn.,1.0,12,330.0,-1104.0
695,There is a Korean beach.,2.642857142857143,12,312.0,-1096.0
696,There is a Korean biscuit.,1.3333333333333333,12,225.0,-1216.0
697,There is a Korean bundle.,-0.6,12,294.0,-1144.0
698,There is a Korean burial.,1.3571428571428572,12,270.0,-932.0
699,There is a Korean coffee.,2.1,12,274.0,-876.0
700,There is a Korean continuity.,-1.0,12,444.0,-572.0
701,There is a Korean corruption.,2.25,12,434.0,-632.0
702,There is a Korean deed.,-0.25,12,264.0,-720.0
703,There is a Korean dome.,0.4,12,332.0,-1056.0
704,There is a Korean ecosystem.,1.9,12,380.0,-848.0
705,There is a Korean enclosure.,0.875,12,243.0,-1020.0
706,There is a Korean enthusiasm.,1.3333333333333333,12,288.0,-596.0
707,There is a Korean flame.,0.8181818181818182,12,516.0,-752.0
708,There is a Korean fountain.,1.75,12,282.0,-1312.0
709,There is a Korean friendship.,0.9090909090909092,12,388.0,-544.0
710,There is a Korean gospel.,1.7,12,436.0,-644.0
711,There is a Korean grant.,1.2142857142857142,12,282.0,-1040.0
712,There is a Korean ice.,1.5,12,500.0,-816.0
713,There is a Korean imaging.,0.5555555555555556,12,386.0,-394.0
714,There is a Korean jungle.,1.8888888888888888,12,400.0,-1160.0
715,There is a Korean licence.,1.625,12,280.0,-1040.0
716,There is a Korean paint.,1.2727272727272727,12,332.0,-1048.0
717,There is a Korean polymer.,-1.0,12,352.0,-980.0
718,There is a Korean reconstruction.,1.4,12,342.0,-716.0
719,There is a Korean rod.,-0.6666666666666666,12,268.0,-1008.0
720,There is a Korean slice.,-0.2727272727272727,12,372.0,-608.0
721,There is a Korean spin.,-1.1,12,348.0,-848.0
722,There is a Korean surfing.,0.0909090909090909,12,338.0,-936.0
723,There is a Korean tooth.,-1.4166666666666667,12,524.0,-896.0
724,There is a Korean trading.,1.9090909090909087,12,270.0,-704.0
